"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"1265","Kunio-kun: The World Classics Collection    ","PS4","Arc System Works  ","N/A","0.01m","20th Dec 18  ","N/A","0.01m","N/A"
"1266","Kunio-kun: The World Classics Collection    ","NS","Arc System Works  ","N/A","0.01m","20th Dec 18  ","N/A","0.01m","N/A"
"1267","Kuniya Burete Sanga Ari: Hills and Rivers Remain    ","DSiW","Square Enix  ","N/A","N/A","28th Oct 09  ","N/A","N/A","N/A"
"1268","Kuno Ichiban    ","PS","Shoeisha  ","N/A","N/A","25th Sep 97  ","N/A","N/A","N/A"
"1269","Kunoichi Hichou: Yoshiwara Yuukaku Kidan    ","PC","Ail  ","N/A","N/A","27th Mar 09  ","N/A","N/A","N/A"
"1270","Kunoichi Kikyou: Gensou Kannou Emaki    ","PC","Black Package  ","N/A","N/A","11th Dec 09  ","N/A","N/A","N/A"
"1271","Kunoichi o Oneesan Shizune no Gohoushi Ninmu    ","PC","Norn  ","N/A","N/A","12th Feb 10  ","N/A","N/A","N/A"
"1272","Kunoichi Sakuya: Shinobishi Omoi wa Chijoku ni Narete...    ","PC","Rune  ","N/A","N/A","31st Mar 06  ","N/A","N/A","N/A"
"1273","Kunoichi Torimonochou    ","SAT","CRI  ","N/A","N/A","05th Feb 98  ","N/A","N/A","N/A"
"1274","Kunoichi Torimonochou    ","PS","GMF  ","N/A","N/A","25th Feb 99  ","N/A","N/A","N/A"
"1275","Kunoichiban! Minarai Kunoichi Ninpu Tobari    ","PC","Crowd  ","N/A","N/A","28th Oct 05  ","N/A","N/A","N/A"
"1276","Kuon no Kizuna: Sairin Mikotonori    ","DC","Fog  ","N/A","N/A","18th May 00  ","N/A","N/A","N/A"
"1277","Kurayami    ","PS3","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1278","Kurayami    ","PC","Melody  ","N/A","N/A","27th Jun 97  ","N/A","N/A","N/A"
"1279","Kurayami 2    ","PC","Melody  ","N/A","N/A","13th Nov 98  ","N/A","N/A","N/A"
"1280","Kurayami no Hate de Kimi o Matsu    ","DS","D3 Publisher  ","N/A","0.01m","22nd Oct 09  ","N/A","0.01m","N/A"
"1281","Kurenai no Homura: Sanada Ninpou Chou    ","PSV","Idea Factory  ","N/A","0.01m","26th Jun 18  ","N/A","0.01m","N/A"
"1282","Kurikin: Nano Island Story    ","DS","Nintendo  ","N/A","0.09m","24th May 07  ","N/A","0.09m","N/A"
"1283","Kurogane Kaikitan    ","PSV","Minato Station  ","N/A","0.01m","29th Jan 15  ","N/A","0.01m","N/A"
"1284","Kurogane no Linebarrels    ","PSP","Hudson Soft  ","N/A","0.01m","08th Oct 09  ","N/A","0.01m","N/A"
"1285","Kurohige no Golf Shiyouyo    ","GBA","Tomy Corporation  ","N/A","N/A","19th Apr 02  ","N/A","N/A","N/A"
"1286","Kurohige no Kurutto Jintori    ","GBA","Tomy Corporation  ","N/A","N/A","19th Apr 02  ","N/A","N/A","N/A"
"1287","Kurohyou: Ryu ga Gotoku Shinshou    ","PSN","Sega  ","N/A","N/A","22nd Sep 10  ","N/A","N/A","N/A"
"1288","Kurokami Otome Tai    ","PC","Honey Pot  ","N/A","N/A","04th Feb 05  ","N/A","N/A","N/A"
"1289","Kurokami Otome Tai Eksusute!    ","PC","Honey Pot  ","N/A","N/A","23rd Feb 07  ","N/A","N/A","N/A"
"1290","Kurokami Otome Tai Re:Birth    ","PC","Honey Pot  ","N/A","N/A","13th Oct 06  ","N/A","N/A","N/A"
"1291","Kurokishi no Kamen    ","3DO","Panasonic Interactive Media  ","N/A","N/A","28th May 94  ","N/A","N/A","N/A"
"1292","Kuroko no Basuke: Game of Miracles    ","PSP","Bandai Namco Games  ","N/A","0.11m","09th Aug 12  ","N/A","0.11m","N/A"
"1293","Kuroko no Basuke: Miracles to Victory    ","3DS","Namco Bandai Games  ","N/A","0.10m","20th Feb 14  ","N/A","0.10m","N/A"
"1294","Kuroko no Basuke: Shouri e no Kiseki    ","3DS","Namco Bandai Games  ","N/A","N/A","20th Feb 14  ","N/A","N/A","N/A"
"1295","Kuroko's Basketball: Ties to Future    ","3DS","Namco Bandai Games  ","N/A","0.10m","26th Mar 15  ","N/A","0.10m","N/A"
"1296","Kuronijibon 2    ","PC","Unknown  ","N/A","N/A","29th Jul 11  ","N/A","N/A","N/A"
"1297","Kuros    ","PC","Sandlot Games  ","N/A","N/A","21st Sep 09  ","N/A","N/A","N/A"
"1298","Kuroshitsuji: Phantom & Ghost    ","DS","Square Enix  ","N/A","0.04m","19th Mar 09  ","N/A","0.04m","N/A"
"1299","Kuroyukihime: Snow Black    ","PSP","Quinrose  ","N/A","0.01m","24th Apr 14  ","N/A","0.01m","N/A"
"1300","Kurukuru * Princess: Tokimeki Figure * Mezase! Vancouver    ","DS","Spike  ","N/A","N/A","10th Dec 09  ","N/A","N/A","N/A"
"1301","KuruKuru Kururin    ","GBA","Nintendo  ","N/A","0.31m","22nd Jun 01  ","N/A","0.30m","0.01m"
"1302","Kurulin Fusion    ","PSN","MTO  ","N/A","N/A","10th Dec 09  ","N/A","N/A","N/A"
"1303","Kurupara    ","WS","Tom Create  ","N/A","N/A","14th Jun 01  ","N/A","N/A","N/A"
"1304","Kururin Doughnuts: Okashi Recipe    ","DS","Global A Entertainment  ","N/A","N/A","05th Jul 07  ","N/A","N/A","N/A"
"1305","Kururin Pa!    ","PS","Sky Think Systems  ","N/A","N/A","07th Jul 95  ","N/A","N/A","N/A"
"1306","Kururin Pa!    ","SAT","Sky Think Systems  ","N/A","N/A","23rd Feb 96  ","N/A","N/A","N/A"
"1307","Kururin Paradise    ","GBA","Unknown  ","N/A","0.06m","N/A  ","N/A","0.06m","0.00m"
"1308","Kururin Squash!    ","GC","Nintendo  ","N/A","N/A","14th Oct 04  ","N/A","N/A","N/A"
"1309","Kurushi Final: Mental Blocks    ","PS","Sony Computer Entertainment  ","N/A","0.32m","01st Aug 99  ","N/A","0.32m","N/A"
"1310","Kurushi Final: Mental Blocks    ","PS","Sony Computer Entertainment  ","N/A","0.34m","01st Aug 99  ","N/A","0.32m","0.02m"
"1311","Kurushi Final: Mental Blocks    ","PSN","Sony Computer Entertainment  ","N/A","N/A","16th Jun 10  ","N/A","N/A","N/A"
"1312","Kuryuu Youma Gakuenki Recharge    ","PS2","Atlus  ","N/A","0.03m","28th Sep 06  ","N/A","0.03m","N/A"
"1313","Kutsushita Nyonko: Kutsushita o Haita Neko to Kurashi Hajime Mashita    ","DS","D3 Publisher  ","N/A","0.00m","30th Jul 09  ","N/A","0.00m","N/A"
"1314","Kuukan * Zukei: Hirameki Training - KuuTore    ","DS","Benesse  ","N/A","0.06m","29th May 08  ","N/A","0.06m","N/A"
"1315","Kuukan Sagashimono Kei: Nouryoku Kaihatsu 3D Nou Training    ","3DS","IE Institute  ","N/A","N/A","07th Apr 11  ","N/A","N/A","N/A"
"1316","Kuukiyomi. DS    ","DSiW","G-mode  ","N/A","N/A","25th Mar 09  ","N/A","N/A","N/A"
"1317","Kuusen II    ","PS2","Kadokawa Shoten  ","N/A","0.02m","11th Feb 04  ","N/A","0.02m","N/A"
"1318","Kwirk    ","GB","Acclaim Entertainment  ","N/A","N/A","02nd Jan 90  ","N/A","N/A","N/A"
"1319","Kyaba Jouppi for Nintendo 3DS    ","3DS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1320","Kyiv Chase    ","Wii","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1321","Kyle Petty's No Fear Racing    ","SNES","Williams Entertainment  ","N/A","N/A","15th Jan 95  ","N/A","N/A","N/A"
"1322","Kylie Sing and Dance    ","Wii","Koch Media  ","N/A","0.00m","07th Dec 12  ","0.00m","N/A","0.00m"
"1323","Kyn    ","PC","Versus Evil  ","N/A","N/A","01st Oct 15  ","N/A","N/A","N/A"
"1324","Kyn    ","OSX","Versus Evil  ","N/A","N/A","01st Oct 15  ","N/A","N/A","N/A"
"1325","Kyn    ","Linux","Versus Evil  ","N/A","N/A","01st Oct 15  ","N/A","N/A","N/A"
"1326","Kyokugen Dasshutsu ADV: Zennin Shiboudesu    ","3DS","ChunSoft  ","N/A","0.03m","16th Feb 12  ","N/A","0.03m","N/A"
"1327","Kyokugen Dasshutsu ADV: Zennin Shiboudesu    ","PSV","ChunSoft  ","N/A","0.03m","16th Feb 12  ","N/A","0.03m","N/A"
"1328","Kyonyuu Gokurau Seminar    ","PC","WestVision  ","N/A","N/A","26th Aug 05  ","N/A","N/A","N/A"
"1329","Kyoto Daigaku Atsuji Tetsuji Kyouju Kanshuu: Zaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai Kyouryoku: Kanji Trainer Portable    ","PSP","Sega  ","N/A","N/A","14th Dec 06  ","N/A","N/A","N/A"
"1330","Kyotokei    ","WW","Microforum  ","N/A","N/A","11th Aug 11  ","N/A","N/A","N/A"
"1331","Kyouiku Shidou: Yamato Nadeshiko Saisei Keikaku    ","PC","GokuFero  ","N/A","N/A","12th Sep 08  ","N/A","N/A","N/A"
"1332","Kyouka Suigetsu    ","PC","Gaia (GeGeGe)  ","N/A","N/A","14th Feb 03  ","N/A","N/A","N/A"
"1333","Kyoukai no Shirayuki    ","PSV","Idea Factory  ","N/A","0.02m","26th May 16  ","N/A","0.02m","N/A"
"1334","Kyoukai Senjou no Horizon Portable    ","PSP","Kadokawa Shoten  ","N/A","0.05m","25th Apr 13  ","N/A","0.05m","N/A"
"1335","Kyoukugen Dasshutsu ADV: Zennin Shiboudesu    ","PSV","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1336","Kyousouba Ikusei Simulation: Keiba    ","WS","Bec  ","N/A","N/A","18th Nov 99  ","N/A","N/A","N/A"
"1337","Kyuiin    ","PSN","Unknown  ","N/A","N/A","19th Jul 11  ","N/A","N/A","N/A"
"1338","Kyuin    ","PS","Media Entertainment  ","N/A","N/A","31st May 96  ","N/A","N/A","N/A"
"1339","Kyukyoku Mahjong    ","PCE","Unknown  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"1340","Kyukyoku Mahjong II    ","PCE","Unknown  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"1341","Kyuukai Douchuuki    ","GEN","Namco  ","N/A","N/A","12th Jul 91  ","N/A","N/A","N/A"
"1342","Kyuukyoku Tiger    ","PCE","Taito  ","N/A","N/A","31st Mar 89  ","N/A","N/A","N/A"
"1343","Kyuusei Senjutsu Niyoru Heisei Kaiun Koyomi    ","3DO","Unknown  ","N/A","N/A","09th Dec 94  ","N/A","N/A","N/A"
"1344","Kyuuyaku Megami Tensei    ","SNES","Atlus  ","N/A","N/A","31st Mar 95  ","N/A","N/A","N/A"
"1345","L no Kisetsu 2: Invisible Memories    ","PS2","5pb  ","N/A","N/A","03rd Jul 08  ","N/A","N/A","N/A"
"1346","L no Kisetsu: A Piece of Memories    ","PS","Tonkin House  ","N/A","N/A","05th Aug 99  ","N/A","N/A","N/A"
"1347","L no Kisetsu: Double Pocket    ","PSP","5pb  ","N/A","N/A","26th Nov 09  ","N/A","N/A","N/A"
"1348","L'Aigle de Guerre    ","GBA","Nintendo  ","N/A","0.10m","21st Nov 01  ","N/A","0.10m","0.00m"
"1349","L'Empereur    ","NES","KOEI  ","N/A","N/A","01st Nov 91  ","N/A","N/A","N/A"
"1350","L.A. Noire: A Slip of the Tongue    ","PSN","Rockstar Games  ","N/A","N/A","02nd Jun 11  ","N/A","N/A","N/A"
"1351","L.A. Noire: A Slip of the Tongue    ","XBL","Rockstar Games  ","N/A","N/A","17th May 11  ","N/A","N/A","N/A"
"1352","L.A. Noire: Nicholson Electroplating    ","PSN","Rockstar Games  ","N/A","N/A","21st Jun 11  ","N/A","N/A","N/A"
"1353","L.A. Noire: Nicholson Electroplating    ","XBL","Rockstar Games  ","N/A","N/A","21st Jun 11  ","N/A","N/A","N/A"
"1354","L.A. Noire: Reefer Madness    ","PSN","Rockstar Games  ","N/A","N/A","12th Jul 11  ","N/A","N/A","N/A"
"1355","L.A. Noire: Reefer Madness    ","XBL","Rockstar Games  ","N/A","N/A","12th Jul 11  ","N/A","N/A","N/A"
"1356","L.A. Noire: The Complete Edition    ","PS3","Rockstar Games  ","N/A","0.02m","15th Nov 11  ","0.02m","N/A","0.01m"
"1357","L.A. Noire: The Complete Edition    ","X360","Rockstar Games  ","N/A","0.02m","15th Nov 11  ","0.02m","N/A","0.00m"
"1358","L.A. Noire: The Naked City    ","PSN","Rockstar Games  ","N/A","N/A","02nd Jun 11  ","N/A","N/A","N/A"
"1359","L.A. Noire: The Naked City    ","XBL","Rockstar Games  ","N/A","N/A","17th May 11  ","N/A","N/A","N/A"
"1360","L.A. Rush    ","PC","Midway Games  ","N/A","N/A","06th Feb 06  ","N/A","N/A","N/A"
"1361","L.G.S: Shinsetsu Houshinengi    ","PSP","Idea Factory  ","N/A","0.02m","09th Aug 12  ","N/A","0.02m","N/A"
"1362","L.O.L.: Lack of Love    ","DC","ASCII Entertainment  ","N/A","N/A","02nd Nov 02  ","N/A","N/A","N/A"
"1363","L2: Love x Loop    ","PS2","Idea Factory  ","N/A","0.00m","20th Aug 09  ","N/A","0.00m","N/A"
"1364","L: the proLogue to DEATH NOTE - Rasen no Wana    ","DS","Konami  ","N/A","0.09m","07th Feb 08  ","N/A","0.09m","N/A"
"1365","LA Cops    ","PC","Team17 Software  ","N/A","N/A","13th Mar 15  ","N/A","N/A","N/A"
"1366","LA Cops    ","OSX","Team17 Software  ","N/A","N/A","13th Mar 15  ","N/A","N/A","N/A"
"1367","LA Cops    ","And","Team17 Software  ","N/A","N/A","13th Mar 15  ","N/A","N/A","N/A"
"1368","La Corda d'Oro 2ff    ","PSV","Koei Tecmo  ","N/A","0.01m","21st Dec 17  ","N/A","0.01m","N/A"
"1369","La Corda d'Oro 3    ","PSV","Koei Tecmo  ","N/A","0.01m","20th Sep 18  ","N/A","0.01m","N/A"
"1370","La Corda d'Oro 4    ","PSV","Tecmo Koei  ","N/A","0.03m","10th Mar 16  ","N/A","0.03m","N/A"
"1371","La Pucelle: Ragnarok    ","PSP","Nippon Ichi Software  ","N/A","0.03m","26th Nov 09  ","N/A","0.03m","N/A"
"1372","La Russa Baseball 95    ","GEN","EA Sports  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"1373","La Salle Ishii no Child's Quest    ","NES","Namco  ","N/A","N/A","23rd Jun 89  ","N/A","N/A","N/A"
"1374","La Tale    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1375","La-Mulana    ","PC","GR3 Project  ","N/A","N/A","27th May 05  ","N/A","N/A","N/A"
"1376","La-Mulana    ","WW","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1377","La-Mulana 2    ","PC","AGM Playism  ","N/A","N/A","30th Jul 18  ","N/A","N/A","N/A"
"1378","Labyrinth    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1379","Labyrinth    ","PSN","Big Ben Interactive  ","N/A","N/A","21st Jun 11  ","N/A","N/A","N/A"
"1380","Labyrinth    ","XBL","Microsoft  ","N/A","N/A","09th Jul 11  ","N/A","N/A","N/A"
"1381","Labyrinth Cross Blood: Infinity    ","PSV","CyberFront  ","N/A","0.03m","25th Apr 13  ","N/A","0.03m","N/A"
"1382","Labyrinth of Refrain: Coven of Dusk    ","PSV","Nippon Ichi Software  ","N/A","0.03m","23rd Jun 16  ","N/A","0.03m","N/A"
"1383","Labyrinthine Dreams    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1384","Lacuna Passage    ","OSX","Infogrames Melbourne  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"1385","Lacuna Passage    ","PC","Infogrames Melbourne  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"1386","Lacuna Passage    ","Linux","Infogrames Melbourne  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"1387","Lady Layton: The Millionaire Ariadone's Conspiracy    ","3DS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1388","Lady Layton: The Millionaire Ariadone's Conspiracy    ","And","Level 5  ","N/A","N/A","01st Jan 18  ","N/A","N/A","N/A"
"1389","Lady Sword    ","PCE","Unknown  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"1390","Ladybird Galaxy    ","XBL","Microsoft  ","N/A","N/A","05th Dec 08  ","N/A","N/A","N/A"
"1391","Ladybug Puzzle    ","PC","r2 game  ","N/A","N/A","03rd Nov 15  ","N/A","N/A","N/A"
"1392","Ladybug Puzzle    ","Linux","r2 game  ","N/A","N/A","03rd Nov 15  ","N/A","N/A","N/A"
"1393","Ladybug Puzzle    ","OSX","r2 game  ","N/A","N/A","03rd Nov 15  ","N/A","N/A","N/A"
"1394","Ladybug Puzzle    ","PSV","r2 game  ","N/A","N/A","03rd Nov 15  ","N/A","N/A","N/A"
"1395","Ladybug Puzzle    ","PS4","r2 game  ","N/A","N/A","03rd Nov 15  ","N/A","N/A","N/A"
"1396","Ladybug Puzzle    ","PS3","r2 game  ","N/A","N/A","03rd Nov 15  ","N/A","N/A","N/A"
"1397","Lagoon    ","SNES","Kemco  ","N/A","0.05m","01st Dec 91  ","N/A","0.05m","0.00m"
"1398","Lake Masters PRO for Dreamcast Plus!    ","DC","Dazz  ","N/A","N/A","23rd Mar 00  ","N/A","N/A","N/A"
"1399","Lakers vs. Celtics and the NBA Playoffs    ","GEN","Electronic Arts  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"1400","Lalaloopsy Carnival of Friends    ","3DS","Unknown  ","N/A","N/A","25th Sep 12  ","N/A","N/A","N/A"
"1401","Lalaloopsy Carnival of Friends    ","DS","Unknown  ","N/A","N/A","30th Oct 12  ","N/A","N/A","N/A"
"1402","Lamborghini - American Challenge    ","SNES","Titus  ","N/A","N/A","01st Nov 93  ","N/A","N/A","N/A"
"1403","Lamborghini American Challenge    ","GB","Titus  ","N/A","N/A","02nd Jan 93  ","N/A","N/A","N/A"
"1404","Land of Illusion starring Mickey Mouse    ","MS","Sega  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"1405","Land of Illusion starring Mickey Mouse    ","GG","Sega  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"1406","Land of the Dead: Road to Fiddler's Green    ","PC","Groove Games  ","N/A","N/A","20th Oct 05  ","N/A","N/A","N/A"
"1407","Lander    ","PC","Sony Computer Entertainment  ","N/A","N/A","31st Oct 99  ","N/A","N/A","N/A"
"1408","Lander Mania    ","XBL","Microsoft  ","N/A","N/A","27th Sep 09  ","N/A","N/A","N/A"
"1409","Landit Bandit    ","PSN","Unknown  ","N/A","N/A","13th Jul 10  ","N/A","N/A","N/A"
"1410","Landmark    ","XBL","Microsoft  ","N/A","N/A","04th Jan 09  ","N/A","N/A","N/A"
"1411","Landmark    ","PC","Sony Online Entertainment  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"1412","Lands of Lore III    ","PC","Westwood Studios  ","N/A","N/A","31st Mar 99  ","N/A","N/A","N/A"
"1413","Lands of Lore: Guardians of Destiny    ","PC","Virgin Interactive  ","N/A","N/A","30th Sep 97  ","N/A","N/A","N/A"
"1414","Lands of Lore: The Throne of Chaos    ","PC","Virgin Interactive  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"1415","LandStalker    ","GEN","Sega  ","N/A","N/A","29th Oct 92  ","N/A","N/A","N/A"
"1416","LandStalker    ","VC","Sega  ","N/A","N/A","03rd Sep 07  ","N/A","N/A","N/A"
"1417","Landstalker    ","PC","Sega  ","N/A","N/A","10th Jan 11  ","N/A","N/A","N/A"
"1418","Lane Mastodon vs. the Blubbermen    ","PC","Infocom  ","N/A","N/A","01st Jan 88  ","N/A","N/A","N/A"
"1419","Lanfeust of Troy     ","DS","Atari  ","N/A","N/A","07th Dec 07  ","N/A","N/A","N/A"
"1420","Lanfeust of Troy    ","PSP","Atari  ","N/A","N/A","07th May 08  ","N/A","N/A","N/A"
"1421","Langrisser I    ","PC","Unknown  ","N/A","N/A","22nd Oct 98  ","N/A","N/A","N/A"
"1422","Langrisser I & II    ","PS","NCS  ","N/A","N/A","31st Jul 97  ","N/A","N/A","N/A"
"1423","Langrisser I & II    ","PSN","Sony Computer Entertainment  ","N/A","N/A","22nd Apr 09  ","N/A","N/A","N/A"
"1424","Langrisser II    ","GEN","NCS  ","N/A","N/A","26th Aug 94  ","N/A","N/A","N/A"
"1425","Langrisser II    ","VC","NCS  ","N/A","N/A","25th Dec 07  ","N/A","N/A","N/A"
"1426","Langrisser II    ","PC","Sega  ","N/A","N/A","20th Nov 98  ","N/A","N/A","N/A"
"1427","Langrisser III    ","SAT","NCS  ","N/A","0.20m","18th Oct 96  ","N/A","0.20m","N/A"
"1428","Langrisser III    ","PS2","Taito  ","N/A","N/A","27th Oct 05  ","N/A","N/A","N/A"
"1429","Langrisser III    ","PC","NCS  ","N/A","N/A","26th Feb 99  ","N/A","N/A","N/A"
"1430","Langrisser IV    ","SAT","NCS  ","N/A","0.11m","01st Aug 97  ","N/A","0.11m","N/A"
"1431","Langrisser IV & V: Final Edition    ","PS","NCS  ","N/A","N/A","28th Jan 99  ","N/A","N/A","N/A"
"1432","Langrisser IV & V: Final Edition    ","PSN","Atlus  ","N/A","N/A","25th Nov 09  ","N/A","N/A","N/A"
"1433","Langrisser Millennium    ","DC","NCS  ","N/A","N/A","03rd Nov 99  ","N/A","N/A","N/A"
"1434","Langrisser Millineum WS: The Last Century    ","WS","Bandai  ","N/A","N/A","09th Mar 00  ","N/A","N/A","N/A"
"1435","Langrisser Schwarz    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1436","Langrisser Tribute    ","SAT","NCS  ","N/A","N/A","23rd Dec 98  ","N/A","N/A","N/A"
"1437","Langrisser V: The End of Legend    ","SAT","NCS  ","N/A","0.09m","18th Jun 98  ","N/A","0.09m","N/A"
"1438","Langrisser: Dramatic Edition    ","SAT","NCS  ","N/A","N/A","26th Feb 98  ","N/A","N/A","N/A"
"1439","Langrisser: Hikari no Matsuei    ","PCE","NCS  ","N/A","N/A","06th Aug 93  ","N/A","N/A","N/A"
"1440","Langrisser: Hikari no Matsuei    ","PSN","Hudson Soft  ","N/A","N/A","16th Feb 11  ","N/A","N/A","N/A"
"1441","Lantern Forge    ","PC","Hearthfire Studios  ","N/A","N/A","18th Jul 14  ","N/A","N/A","N/A"
"1442","Lapis x Labyrinth    ","PS4","Nippon Ichi Software  ","N/A","0.01m","29th Nov 18  ","N/A","0.01m","N/A"
"1443","Lapis x Labyrinth    ","NS","Nippon Ichi Software  ","N/A","0.01m","29th Nov 18  ","N/A","0.01m","N/A"
"1444","Lara Croft and the Guardian of Light    ","PSN","Square Enix  ","N/A","N/A","28th Sep 10  ","N/A","N/A","N/A"
"1445","Lara Croft and the Guardian of Light    ","XBL","Square Enix  ","N/A","N/A","18th Aug 10  ","N/A","N/A","N/A"
"1446","Lara Croft and the Guardian of Light    ","PC","Square Enix  ","N/A","N/A","28th Sep 10  ","N/A","N/A","N/A"
"1447","Lara Croft and the Temple of Osiris    ","PC","Square Enix  ","N/A","0.02m","09th Dec 14  ","0.02m","N/A","0.00m"
"1448","Lara Croft and the Temple of Osiris    ","PS4","Square Enix  ","N/A","0.09m","09th Dec 14  ","0.07m","N/A","0.01m"
"1449","Lara Croft and the Temple of Osiris    ","XOne","Square Enix  ","N/A","N/A","09th Dec 14  ","N/A","N/A","N/A"
"1450","Lara Croft Tomb Raider: The Angel of Darkness    ","PC","Eidos Interactive  ","N/A","0.00m","01st Jul 03  ","0.00m","N/A","0.00m"
"1451","Lara Gates: The Lost Talisman    ","PC","Big Fish Games  ","N/A","0.00m","19th Nov 14  ","0.00m","N/A","0.00m"
"1452","Largo Winch: Empire Under Threat    ","PC","Ubisoft  ","N/A","N/A","06th Sep 02  ","N/A","N/A","N/A"
"1453","Largo Winch: Empire Under Threat    ","PS2","Ubisoft  ","N/A","N/A","06th Sep 02  ","N/A","N/A","N/A"
"1454","Largo Winch: Empire Under Threat    ","XB","Ubisoft  ","N/A","N/A","19th Sep 02  ","N/A","N/A","N/A"
"1455","Largo Winch: Empire Under Threat    ","GC","Ubisoft  ","N/A","N/A","01st Oct 02  ","N/A","N/A","N/A"
"1456","Larry Bond's Harpoon 4    ","PC","Unknown  ","N/A","N/A","01st Jan 70  ","N/A","N/A","N/A"
"1457","Larva Mortus    ","PC","Unknown  ","N/A","N/A","13th May 08  ","N/A","N/A","N/A"
"1458","Larva Mortus    ","OSX","Rake in Grass  ","N/A","N/A","13th May 08  ","N/A","N/A","N/A"
"1459","Las Vegas Cool Hand    ","GB","Take-Two Interactive  ","N/A","N/A","01st Dec 98  ","N/A","N/A","N/A"
"1460","Las Vegas Tycoon    ","PC","Simon & Schuster Interactive  ","N/A","N/A","15th May 03  ","N/A","N/A","N/A"
"1461","Laser Gates    ","2600","Imagic  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"1462","Laser Ghost    ","MS","Sega  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"1463","Laser Invasion    ","NES","Konami  ","N/A","N/A","01st Jun 91  ","N/A","N/A","N/A"
"1464","Laser Squad: Nemesis    ","PC","Got Game Entertainment  ","N/A","N/A","26th Apr 05  ","N/A","N/A","N/A"
"1465","Laser Surgeon: The Microscopic Mission    ","PC","Activision  ","N/A","N/A","01st Jan 87  ","N/A","N/A","N/A"
"1466","Laser Volley    ","2600","Zellers  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"1467","Last Action Hero    ","GG","Sony Imagesoft  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"1468","Last Action Hero    ","NES","Sony Imagesoft  ","N/A","N/A","01st Oct 93  ","N/A","N/A","N/A"
"1469","Last Action Hero    ","SNES","Sony Imagesoft  ","N/A","N/A","01st Oct 93  ","N/A","N/A","N/A"
"1470","Last Action Hero    ","GB","Sony Imagesoft  ","N/A","N/A","01st Oct 93  ","N/A","N/A","N/A"
"1471","Last Action Hero    ","GEN","Sony Imagesoft  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"1472","Last Alive    ","WS","Bandai  ","N/A","N/A","26th Jul 01  ","N/A","N/A","N/A"
"1473","Last Battle    ","GEN","Sega  ","N/A","N/A","01st Jan 89  ","N/A","N/A","N/A"
"1474","Last Battle    ","VC","Sega  ","N/A","N/A","09th Sep 08  ","N/A","N/A","N/A"
"1475","Last Bible III    ","SNES","Atlus  ","N/A","N/A","04th Mar 95  ","N/A","N/A","N/A"
"1476","Last Bronx    ","SAT","Sega  ","N/A","0.13m","30th Sep 97  ","N/A","0.13m","0.00m"
"1477","Last Bronx    ","PC","Sega  ","N/A","N/A","01st Jan 98  ","N/A","N/A","N/A"
"1478","Last Bullet    ","DS","FuRyu Corporation  ","N/A","0.00m","23rd Apr 09  ","N/A","0.00m","N/A"
"1479","Last Dragon Standing    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1480","Last Escort    ","PS2","D3 Publisher  ","N/A","0.02m","26th Jan 06  ","N/A","0.02m","N/A"
"1481","Last Escort 2: Shinya no Amai Toge    ","PS2","D3 Publisher  ","N/A","0.03m","21st Feb 08  ","N/A","0.03m","N/A"
"1482","Last Escort: Club Katze    ","PS2","D3 Publisher  ","N/A","0.01m","18th Feb 10  ","N/A","0.01m","N/A"
"1483","Last Escort: Club Katze    ","PSP","D3 Publisher  ","N/A","0.03m","18th Feb 10  ","N/A","0.03m","N/A"
