"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"4740","Mr. Nutz    ","GBA","Atari  ","N/A","N/A","30th Sep 03  ","N/A","N/A","N/A"
"4741","Mr. Nutz (GBC)    ","GB","Infogrames  ","N/A","N/A","01st Dec 99  ","N/A","N/A","N/A"
"4742","Mr. Physics    ","DS","CDV Software Entertainment  ","N/A","N/A","26th Jun 09  ","N/A","N/A","N/A"
"4743","Mr. Physics    ","PC","CDV Software Entertainment  ","N/A","N/A","10th Jul 08  ","N/A","N/A","N/A"
"4744","Mr. Postman    ","2600","Bit Corporation  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"4745","Mr. Robot    ","PC","Moonpod  ","N/A","N/A","10th Jan 07  ","N/A","N/A","N/A"
"4746","Mr. T    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4747","Mr. T    ","PS3","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4748","Mr. T    ","X360","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4749","Mr. T    ","Wii","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4750","Mr. Trivia    ","GIZ","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4751","Ms. 'Splosion Man    ","XBL","Twisted Pixel Games  ","N/A","N/A","13th Jul 11  ","N/A","N/A","N/A"
"4752","Ms. 'Splosion Man    ","PC","Microsoft Studios  ","N/A","N/A","03rd Apr 13  ","N/A","N/A","N/A"
"4753","Ms. 'Splosion Man    ","WinP","Microsoft Studios  ","N/A","N/A","03rd Apr 13  ","N/A","N/A","N/A"
"4754","Ms. Germinator    ","PSV","Creat Studios  ","N/A","N/A","01st Jan 14  ","N/A","N/A","N/A"
"4755","Ms. Germinator    ","PS3","Creat Studios  ","N/A","N/A","01st Jan 14  ","N/A","N/A","N/A"
"4756","Ms. Pac Man    ","GEN","Tengen  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"4757","Ms. Pac-Man    ","GB","Namco  ","N/A","N/A","01st Oct 93  ","N/A","N/A","N/A"
"4758","Ms. Pac-Man    ","GG","Majesco  ","N/A","N/A","01st Jan 95  ","N/A","N/A","N/A"
"4759","Ms. Pac-Man    ","SNES","Williams Entertainment  ","N/A","N/A","01st Sep 96  ","N/A","N/A","N/A"
"4760","Ms. Pac-Man    ","XBL","Namco Bandai  ","N/A","N/A","10th Jan 07  ","N/A","N/A","N/A"
"4761","Ms. Pac-Man    ","MS","Tengen  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"4762","Ms. Pac-Man    ","7800","Atari  ","N/A","N/A","01st Jan 87  ","N/A","N/A","N/A"
"4763","Ms. Pac-Man    ","5200","Atari  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"4764","Ms. Pac-Man    ","Lynx","Atari  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"4765","Ms. Pac-Man    ","NES","Namco  ","N/A","N/A","01st Nov 93  ","N/A","N/A","N/A"
"4766","Ms. Pac-Man (Tengen)    ","NES","Tengen  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"4767","Ms. Pac-Man: Maze Madness    ","DC","Namco  ","N/A","N/A","13th Nov 00  ","N/A","N/A","N/A"
"4768","Ms. Pac-Man: Quest for the Golden Maze    ","PC","Infogrames  ","N/A","N/A","12th Oct 01  ","N/A","N/A","N/A"
"4769","Ms. Pac-Man: Special Color Edition    ","GB","Namco  ","N/A","N/A","02nd Nov 99  ","N/A","N/A","N/A"
"4770","MSR: Metropolis Street Racer    ","DC","Sega  ","N/A","N/A","15th Jan 01  ","N/A","N/A","N/A"
"4771","MTV Celebrity Deathmatch    ","PS","Gotham Games  ","N/A","N/A","21st Oct 03  ","N/A","N/A","N/A"
"4772","MTV Celebrity Deathmatch    ","PC","Gotham Games  ","N/A","N/A","19th Oct 03  ","N/A","N/A","N/A"
"4773","MTV Fan Attack    ","DS","Mindscape  ","N/A","N/A","22nd Nov 07  ","N/A","N/A","N/A"
"4774","MTV Sports: Pure Ride    ","GB","THQ  ","N/A","N/A","06th Dec 00  ","N/A","N/A","N/A"
"4775","MTV Sports: Skateboarding Featuring Andy McDonald    ","DC","THQ  ","N/A","N/A","09th Nov 00  ","N/A","N/A","N/A"
"4776","MTV's Beavis and Butt-Head: Virtual Aho Shoukougun    ","PS","B-Factory  ","N/A","N/A","29th Jan 98  ","N/A","N/A","N/A"
"4777","MTX Mototrax    ","PC","Aspyr  ","N/A","N/A","15th Nov 04  ","N/A","N/A","N/A"
"4778","MU Online    ","PC","Webzen  ","N/A","N/A","06th Oct 03  ","N/A","N/A","N/A"
"4779","MU Online: Cry Wolf    ","PC","K2 Network  ","N/A","N/A","01st Mar 07  ","N/A","N/A","N/A"
"4780","MU Online: Season 2    ","PC","K2 Network  ","N/A","N/A","01st Aug 07  ","N/A","N/A","N/A"
"4781","Muchi Muchi Pork & Pink Sweets    ","X360","Cave  ","N/A","0.02m","24th Feb 11  ","N/A","0.02m","N/A"
"4782","Mugen Bog    ","GBA","Konami  ","N/A","N/A","16th Jan 03  ","N/A","N/A","N/A"
"4783","Mugen Kinogyou Zero Tours    ","GBA","Media Rings  ","N/A","N/A","27th Jul 01  ","N/A","N/A","N/A"
"4784","Mugen no Frontier: Super Robot Taisen OG Saga EXCEED    ","DS","Namco Bandai  ","N/A","0.12m","25th Feb 10  ","N/A","0.12m","N/A"
"4785","Mugen Senshi Valis    ","NES","Tokuma Shoten  ","N/A","N/A","21st Aug 87  ","N/A","N/A","N/A"
"4786","Mugen Senshi Valis    ","PCE","Nippon Telenet  ","N/A","N/A","19th Mar 92  ","N/A","N/A","N/A"
"4787","Mugen Senshi Valis    ","PSN","Hudson Soft  ","N/A","N/A","15th Dec 10  ","N/A","N/A","N/A"
"4788","Mugen Souls    ","PC","Ghostlight  ","N/A","N/A","01st Jan 16  ","N/A","N/A","N/A"
"4789","Mugen Souls Z    ","PC","Ghostlight  ","N/A","N/A","25th Aug 16  ","N/A","N/A","N/A"
"4790","Muhammad Ali Heavyweight Boxing    ","GB","Virgin Interactive  ","N/A","N/A","02nd Jan 93  ","N/A","N/A","N/A"
"4791","Muhammad Ali Heavyweight Boxing    ","GEN","Virgin Interactive  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"4792","Mujintou Monogatari    ","SNES","KSS  ","N/A","N/A","26th Jan 96  ","N/A","N/A","N/A"
"4793","Multimedia Shinsho: Driving School - Futsuu Menkyoka Hen    ","3DO","Unknown  ","N/A","N/A","25th Oct 95  ","N/A","N/A","N/A"
"4794","Multiplayer BattleTech: Solaris    ","PC","Aries Online  ","N/A","N/A","31st Mar 97  ","N/A","N/A","N/A"
"4795","Multiponk    ","And","Fingerlab  ","N/A","N/A","21st Dec 11  ","N/A","N/A","N/A"
"4796","Multiwinia    ","PC","Independent  ","N/A","N/A","19th Sep 08  ","N/A","N/A","N/A"
"4797","Mummy: Tomb of the Pharaoh    ","PC","Interplay  ","N/A","N/A","31st Aug 96  ","N/A","N/A","N/A"
"4798","Munchiemania!    ","And","Random Games Inc.  ","N/A","N/A","04th Apr 14  ","N/A","N/A","N/A"
"4799","Munich Bus Simulator    ","PC","Aerosoft  ","N/A","N/A","07th Apr 14  ","N/A","N/A","N/A"
"4800","Munin    ","OSX","Daedalic Entertainment  ","N/A","N/A","01st Jul 14  ","N/A","N/A","N/A"
"4801","Munin    ","PC","Daedalic Entertainment  ","N/A","N/A","01st Jul 14  ","N/A","N/A","N/A"
"4802","Muppets Movie Adventures    ","PSV","Sony Computer Entertainment  ","N/A","0.00m","07th Nov 14  ","0.00m","N/A","0.00m"
"4803","Murakoshi Masami no Nippon Rettou    ","SAT","Victor Interactive  ","N/A","N/A","18th Jun 98  ","N/A","N/A","N/A"
"4804","Murakumo: Renegade Mech Pursuit    ","XB","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4805","Murasaki Baby    ","PSV","Sony Computer Entertainment  ","N/A","N/A","16th Sep 14  ","N/A","N/A","N/A"
"4806","Murasaki no Honoo    ","PS2","Idea Factory  ","N/A","0.00m","27th Nov 08  ","N/A","0.00m","N/A"
"4807","Murder in the Abbey    ","PC","DreamCatcher Interactive  ","N/A","N/A","26th Aug 08  ","N/A","N/A","N/A"
"4808","Murder Miners    ","X360","JForce Games  ","N/A","N/A","09th Sep 12  ","N/A","N/A","N/A"
"4809","Murder Miners    ","PC","JForce Games  ","N/A","N/A","25th Jul 14  ","N/A","N/A","N/A"
"4810","Murder On Snake Road    ","XBL","Microsoft  ","N/A","N/A","05th Jan 10  ","N/A","N/A","N/A"
"4811","Murder, She Wrote    ","PC","Legacy Interactive  ","N/A","0.05m","12th Nov 09  ","0.04m","N/A","0.01m"
"4812","Murdered: Soul Suspect    ","PC","Square Enix  ","N/A","0.05m","03rd Jun 14  ","0.05m","N/A","0.00m"
"4813","Murphy da yo Zenin Shuugou    ","3DO","Unknown  ","N/A","N/A","21st Oct 94  ","N/A","N/A","N/A"
"4814","Musaic Box    ","PC","1C Company  ","N/A","N/A","11th Oct 08  ","N/A","N/A","N/A"
"4815","Musapey's Choco Marker    ","DC","Ecole  ","N/A","N/A","26th Dec 02  ","N/A","N/A","N/A"
"4816","Muscle Champion    ","GC","Konami  ","N/A","N/A","21st Nov 02  ","N/A","N/A","N/A"
"4817","Muscle March    ","WW","Namco Bandai  ","N/A","N/A","18th Jan 10  ","N/A","N/A","N/A"
"4818","Muscle Ranking - Kinniku Banzuke GB2: Mokushi Semassuru Champion    ","GB","Konami  ","N/A","N/A","10th Aug 00  ","N/A","N/A","N/A"
"4819","Muscle Ranking - Kinniku Banzuke GB3: Shinseiki Survival Retsuden!    ","GB","Konami  ","N/A","N/A","22nd Feb 01  ","N/A","N/A","N/A"
"4820","Muscle Ranking - Kinniku Banzuke GB: Chousen Monoha Kimida!    ","GB","Konami  ","N/A","N/A","25th Nov 99  ","N/A","N/A","N/A"
"4821","Muscle Ranking - Kinniku Banzuke: Jigoku no Final Attack    ","GBA","Konami  ","N/A","N/A","06th Dec 01  ","N/A","N/A","N/A"
"4822","Muscle Ranking - Kinniku Banzuke: Kongou-Kun no Daibouken    ","GBA","Konami  ","N/A","N/A","26th Jul 01  ","N/A","N/A","N/A"
"4823","Muscle Ranking - Kinniku Banzuke: Muscle Wars 21    ","PS2","Konami  ","N/A","N/A","09th Aug 01  ","N/A","N/A","N/A"
"4824","Muscle Ranking - Kinniku Banzuke: Road to Sasuke    ","PS","Konami  ","N/A","N/A","27th Apr 00  ","N/A","N/A","N/A"
"4825","Muse: Together Is the New Alone    ","PS4","Pygmy Studio  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"4826","Muse: Together Is the New Alone    ","PSV","Pygmy Studio  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"4827","Muse_Attack    ","And","11 bit studios  ","N/A","N/A","14th Nov 12  ","N/A","N/A","N/A"
"4828","Muse_Attack    ","OSX","11 bit studios  ","N/A","N/A","13th Nov 12  ","N/A","N/A","N/A"
"4829","Mushibugyo    ","3DS","Namco Bandai Games  ","N/A","0.01m","19th Sep 13  ","N/A","0.01m","N/A"
"4830","Mushihimesama    ","X360","Cave  ","N/A","0.02m","24th May 12  ","N/A","0.02m","N/A"
"4831","Mushihimesama Futari Ver 1.5    ","X360","Cave  ","N/A","0.03m","26th Nov 09  ","N/A","0.03m","N/A"
"4832","Mushishi: Amefuru Sato    ","DS","Marvelous Interactive  ","N/A","0.02m","31st Jan 08  ","N/A","0.02m","N/A"
"4833","Mushroom 11     ","And","SevenOne Intermedia GmbH  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"4834","Mushroom 11     ","OSX","SevenOne Intermedia GmbH  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"4835","Mushroom 11     ","PC","SevenOne Intermedia GmbH  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"4836","Mushroom Men: Truffle Trouble    ","PC","Red Fly Studio  ","N/A","N/A","10th Mar 15  ","N/A","N/A","N/A"
"4837","Mushroom Wars    ","PSN","Creat Studio  ","N/A","N/A","15th Oct 09  ","N/A","N/A","N/A"
"4838","Music Master: Chopin    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4839","Music on: Acoustic Guitar    ","DSiW","Abylight  ","N/A","N/A","06th Sep 10  ","N/A","N/A","N/A"
"4840","Music on: Drums    ","DSiW","Abylight  ","N/A","N/A","03rd Jan 11  ","N/A","N/A","N/A"
"4841","Music on: Electric Guitar    ","DSiW","Abylight  ","N/A","N/A","22nd Nov 10  ","N/A","N/A","N/A"
"4842","Music on: Electronic Keyboard    ","DSiW","Abylight  ","N/A","N/A","14th Jun 10  ","N/A","N/A","N/A"
"4843","Music on: Learning Piano    ","DSiW","Abylight  ","N/A","N/A","30th Aug 10  ","N/A","N/A","N/A"
"4844","Music on: Learning Piano Vol. 2    ","DSiW","Abylight  ","N/A","N/A","18th Apr 11  ","N/A","N/A","N/A"
"4845","Music on: Playing Piano    ","DSiW","Abylight  ","N/A","N/A","18th Oct 10  ","N/A","N/A","N/A"
"4846","Music on: Retro Keyboard    ","DSiW","Abylight  ","N/A","N/A","12th Jul 10  ","N/A","N/A","N/A"
"4847","Music Quiz    ","PSN","Sony Computer Entertainment  ","N/A","N/A","29th Apr 10  ","N/A","N/A","N/A"
"4848","Music Roll    ","XBL","Microsoft  ","N/A","N/A","12th Aug 09  ","N/A","N/A","N/A"
"4849","Music School    ","DS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4850","Music School    ","DSiW","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4851","Music: Music Creation for the PlayStation    ","PS","Codemasters  ","N/A","N/A","01st Nov 98  ","N/A","N/A","N/A"
"4852","Musicus    ","XBL","Microsoft  ","N/A","N/A","27th Nov 09  ","N/A","N/A","N/A"
"4853","Musiic Party: Rock the House    ","Wii","Unknown  ","N/A","0.00m","31st Dec 20  ","0.00m","N/A","0.00m"
"4854","Musketeer: Le Sang des Chevaliers    ","PSP","Idea Factory  ","N/A","N/A","07th Jul 11  ","N/A","N/A","N/A"
"4855","Musou Orochi Z    ","PS3","KOEI  ","N/A","0.23m","12th Mar 09  ","N/A","0.23m","N/A"
"4856","Musou Orochi Z    ","PC","KOEI  ","N/A","N/A","27th Nov 09  ","N/A","N/A","N/A"
"4857","Musou Tourou    ","PSP","Nippon Ichi Software  ","N/A","0.01m","19th Mar 09  ","N/A","0.01m","N/A"
"4858","Musou Tourou    ","PSN","Nippon Ichi Software  ","N/A","N/A","24th Mar 10  ","N/A","N/A","N/A"
"4859","Musya    ","SNES","Seta Corporation  ","N/A","N/A","01st Dec 92  ","N/A","N/A","N/A"
"4860","Mutant League Football    ","GEN","Electronic Arts  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"4861","Mutant League Hockey    ","GEN","Electronic Arts  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"4862","Mutant Mudds    ","3DS","Nintendo  ","N/A","N/A","26th Jan 12  ","N/A","N/A","N/A"
"4863","Mutant Mudds    ","PC","Renegade Kid  ","N/A","N/A","30th Aug 12  ","N/A","N/A","N/A"
"4864","Mutant Mudds    ","PSV","Renegade Kid  ","N/A","N/A","17th Dec 13  ","N/A","N/A","N/A"
"4865","Mutant Mudds    ","WiiU","Renegade Kid  ","N/A","N/A","13th Jun 13  ","N/A","N/A","N/A"
"4866","Mutant Penguins    ","PC","GameTek  ","N/A","N/A","28th Feb 97  ","N/A","N/A","N/A"
"4867","Mutant Storm    ","PC","PomPom  ","N/A","N/A","13th Dec 02  ","N/A","N/A","N/A"
"4868","Mutant Storm Empire    ","XBL","PomPom  ","N/A","N/A","31st Oct 07  ","N/A","N/A","N/A"
"4869","Mutant Storm Reloaded    ","XBL","PomPom  ","N/A","N/A","22nd Nov 05  ","N/A","N/A","N/A"
"4870","Mutants Genetic Gladiator    ","BRW","Meridian 4  ","N/A","N/A","24th Apr 13  ","N/A","N/A","N/A"
"4871","Mutants: Genetic Gladiators    ","BRW","Meridian 4  ","N/A","N/A","09th Jul 13  ","N/A","N/A","N/A"
"4872","Mutation Nation    ","NG","SNK  ","N/A","N/A","17th Apr 92  ","N/A","N/A","N/A"
"4873","Mutation Nation (CD)    ","NG","SNK  ","N/A","N/A","25th Feb 95  ","N/A","N/A","N/A"
"4874","Muteki-Oh Tri-Zenon    ","GBA","Marvelous Interactive  ","N/A","N/A","09th Mar 01  ","N/A","N/A","N/A"
"4875","Muteki-Oh Tri-Zenon    ","PS","Marvelous Interactive  ","N/A","N/A","15th Mar 01  ","N/A","N/A","N/A"
"4876","Mutsu: Water Looper Mutsu    ","GBA","Tomy Corporation  ","N/A","N/A","21st Dec 01  ","N/A","N/A","N/A"
"4877","Muv-Luv    ","X360","5pb  ","N/A","N/A","27th Oct 11  ","N/A","N/A","N/A"
"4878","Muv-Luv    ","PS3","5pb  ","N/A","0.01m","25th Oct 12  ","N/A","0.01m","N/A"
"4879","Muv-Luv    ","PC","age  ","N/A","N/A","30th Apr 04  ","N/A","N/A","N/A"
"4880","Muv-Luv Alternative    ","X360","5pb  ","N/A","N/A","27th Oct 11  ","N/A","N/A","N/A"
"4881","Muv-Luv Alternative    ","PS3","5pb  ","N/A","0.01m","25th Oct 12  ","N/A","0.01m","N/A"
"4882","Muv-Luv Alternative    ","PC","age  ","N/A","N/A","03rd Mar 06  ","N/A","N/A","N/A"
"4883","Muv-Luv Alternative: Total Eclipse    ","X360","5pb  ","N/A","0.01m","16th May 13  ","N/A","0.01m","N/A"
"4884","Muv-Luv Alternative: Total Eclipse    ","PS3","5pb  ","N/A","0.03m","16th May 13  ","N/A","0.03m","N/A"
"4885","Muv-luv Photonflowers    ","PS3","5pb  ","N/A","0.01m","24th Apr 14  ","N/A","0.01m","N/A"
"4886","Muv-Luv Twin Pack    ","X360","5pb  ","N/A","N/A","27th Oct 11  ","N/A","N/A","N/A"
"4887","MuvLuv Double Pack    ","PSV","5pb  ","N/A","0.03m","21st Jan 16  ","N/A","0.03m","N/A"
"4888","Muzzle Velocity    ","PC","Code Fusion  ","N/A","N/A","31st Dec 96  ","N/A","N/A","N/A"
"4889","MVP 07 NCAA Baseball    ","PS2","Electronic Arts  ","N/A","N/A","06th Feb 07  ","N/A","N/A","N/A"
"4890","MVP Baseball 2003    ","PC","EA Sports  ","N/A","N/A","24th Mar 03  ","N/A","N/A","N/A"
"4891","MVP Baseball 2004    ","PC","Electronic Arts  ","N/A","N/A","09th Mar 04  ","N/A","N/A","N/A"
"4892","MVP Baseball 2005    ","PC","EA Sports  ","N/A","N/A","22nd Feb 05  ","N/A","N/A","N/A"
"4893","MW Classic by Zynga    ","PS3","Unknown  ","N/A","N/A","02nd Apr 14  ","N/A","N/A","N/A"
"4894","MX vs. ATV Reflex (PSP)    ","PSN","THQ  ","N/A","N/A","02nd Dec 09  ","N/A","N/A","N/A"
"4895","MX vs. ATV Supercross    ","PC","Nordic Games  ","N/A","N/A","28th Oct 14  ","N/A","N/A","N/A"
"4896","MX vs. ATV Supercross Encore    ","PS4","Nordic Games  ","N/A","0.06m","27th Oct 15  ","0.05m","N/A","0.01m"
"4897","MX vs. ATV Supercross Encore    ","PC","Nordic Games  ","N/A","0.01m","27th Oct 15  ","0.01m","N/A","0.00m"
"4898","MX vs. ATV Unleashed    ","PC","THQ  ","N/A","N/A","16th Jan 06  ","N/A","N/A","N/A"
"4899","MX vs. ATV Untamed    ","XBL","THQ  ","N/A","N/A","11th Aug 09  ","N/A","N/A","N/A"
"4900","MX vs. ATV Untamed    ","PSN","THQ  ","N/A","N/A","01st Oct 09  ","N/A","N/A","N/A"
"4901","MX vs. ATV: Alive    ","PSN","THQ  ","N/A","N/A","25th Oct 11  ","N/A","N/A","N/A"
"4902","MXGP 2    ","PC","Milestone S.r.l.  ","N/A","0.01m","08th Apr 16  ","0.01m","N/A","0.00m"
"4903","MXGP 3: The Official Motocross Videogame    ","PC","Milestone  ","N/A","N/A","30th May 17  ","N/A","N/A","N/A"
"4904","My Animal Centre    ","DS","Deep Silver  ","N/A","0.00m","05th Dec 08  ","0.00m","N/A","0.00m"
"4905","My Animal Centre    ","Wii","Deep Silver  ","N/A","0.03m","13th Mar 09  ","0.02m","N/A","0.00m"
"4906","My Animal Puzzles    ","And","Unity Games  ","N/A","N/A","09th Jan 14  ","N/A","N/A","N/A"
"4907","My Aquarium    ","WW","Hudson Soft  ","N/A","N/A","01st Sep 08  ","N/A","N/A","N/A"
"4908","My Aquarium    ","PSN","Hudson Soft  ","N/A","N/A","14th Sep 10  ","N/A","N/A","N/A"
"4909","My Aquarium 2    ","WW","Hudson Soft  ","N/A","N/A","09th Aug 10  ","N/A","N/A","N/A"
"4910","My Arctic Farm    ","WiiU","BiP Media  ","N/A","N/A","26th Jun 14  ","N/A","N/A","N/A"
"4911","My Asian Farm    ","DSiW","BiP Media  ","N/A","N/A","11th Aug 11  ","N/A","N/A","N/A"
"4912","My Australian Farm    ","DSiW","BiP Media  ","N/A","N/A","28th Jul 11  ","N/A","N/A","N/A"
"4913","My Baby and Me    ","Wii","Unknown  ","N/A","0.00m","N/A  ","0.00m","N/A","N/A"
"4914","My Beauty Salon    ","DS","505 Games  ","N/A","N/A","11th Sep 09  ","N/A","N/A","N/A"
"4915","My Body Coach    ","Wii","Big Ben Interactive  ","N/A","0.05m","20th Nov 09  ","0.04m","N/A","0.00m"
"4916","My Body Coach 2    ","Wii","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4917","My Body Coach 3    ","X360","Big Ben Interactive  ","N/A","N/A","15th Nov 12  ","N/A","N/A","N/A"
"4918","My Boo - Virtual Pet with Mini Games for Kids, Boys and Girls    ","And","Tapps Tecnologia da Informao Ltda.  ","N/A","N/A","25th Sep 13  ","N/A","N/A","N/A"
"4919","My Country: build your dream city    ","And","Game Insight, LLC  ","N/A","N/A","20th Jan 12  ","N/A","N/A","N/A"
"4920","My Dolphin    ","WW","T&S  ","N/A","N/A","07th Dec 09  ","N/A","N/A","N/A"
"4921","My Dream Job: Babysitter    ","PC","Viva Media  ","N/A","N/A","04th Sep 08  ","N/A","N/A","N/A"
"4922","My Ex-Boyfriend the Space Tyrant    ","PC","Up Multimedia  ","N/A","N/A","21st Jul 14  ","N/A","N/A","N/A"
"4923","My Ex-Boyfriend the Space Tyrant    ","OSX","Up Multimedia  ","N/A","N/A","21st Jul 14  ","N/A","N/A","N/A"
"4924","My Ex-Boyfriend the Space Tyrant    ","Linux","Up Multimedia  ","N/A","N/A","21st Jul 14  ","N/A","N/A","N/A"
"4925","My Exotic Farm    ","DSiW","BiP Media  ","N/A","N/A","06th Sep 10  ","N/A","N/A","N/A"
"4926","My Exotic Farm    ","WiiU","BiP Media  ","N/A","N/A","10th Apr 14  ","N/A","N/A","N/A"
"4927","My Farm    ","DSiW","BiP Media  ","N/A","N/A","23rd Aug 10  ","N/A","N/A","N/A"
"4928","My Farm    ","DSi","BiP Media  ","N/A","N/A","23rd Aug 10  ","N/A","N/A","N/A"
"4929","My Farm    ","3DS","Big Ben Interactive  ","N/A","N/A","01st Aug 13  ","N/A","N/A","N/A"
"4930","My Farm    ","WiiU","BiP Media  ","N/A","N/A","27th Feb 14  ","N/A","N/A","N/A"
"4931","My First Songs    ","Wii","Mindscape  ","N/A","0.08m","22nd Oct 10  ","0.07m","N/A","0.01m"
"4932","My First Songs    ","WiiU","Ringzero Game Studio  ","N/A","N/A","17th Apr 14  ","N/A","N/A","N/A"
"4933","My First Trainz Set    ","PC","Unknown  ","N/A","N/A","05th Aug 10  ","N/A","N/A","N/A"
"4934","My Fitness Coach: Club    ","Wii","Ubisoft  ","N/A","0.05m","18th Mar 11  ","0.05m","N/A","0.01m"
"4935","My Fitness Coach: Club    ","PS3","Ubisoft  ","N/A","0.13m","18th Mar 11  ","0.11m","N/A","0.02m"
"4936","My Foal 3D    ","3DS","Silver Fox Media  ","N/A","N/A","21st Mar 13  ","N/A","N/A","N/A"
"4937","My French Coach    ","Wii","Ubisoft  ","N/A","0.00m","30th Nov 07  ","0.00m","N/A","0.00m"
"4938","My French Coach Level 2    ","DS","Ubisoft  ","N/A","0.00m","23rd Nov 07  ","0.00m","N/A","0.00m"
"4939","My Garden    ","3DS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4940","My Garden    ","PS","TechnoSoft  ","N/A","N/A","02nd Sep 99  ","N/A","N/A","N/A"
"4941","My Hero    ","MS","Sega  ","N/A","N/A","01st Jan 86  ","N/A","N/A","N/A"
"4942","My Hero Academia: Battle for All    ","3DS","Namco Bandai Games  ","N/A","0.05m","19th May 16  ","N/A","0.05m","N/A"
"4943","My Hero: Astronaut    ","DS","Majesco  ","N/A","N/A","15th Dec 09  ","N/A","N/A","N/A"
"4944","My Home Dream    ","PS","Victor Interactive  ","N/A","N/A","24th Jul 97  ","N/A","N/A","N/A"
"4945","My Home Dream    ","PSN","Victor Interactive  ","N/A","N/A","08th Dec 10  ","N/A","N/A","N/A"
"4946","My Home Dream 2    ","PS","Victor Interactive  ","N/A","N/A","02nd Dec 99  ","N/A","N/A","N/A"
"4947","My Horse & Me 2    ","PC","Atari  ","N/A","N/A","14th Nov 08  ","N/A","N/A","N/A"
"4948","My Horse & Me 2    ","PS2","Atari  ","N/A","N/A","21st Nov 08  ","N/A","N/A","N/A"
"4949","My Horse & Me 2: Riding for Gold    ","X360","Atari  ","N/A","0.00m","31st Oct 08  ","0.00m","N/A","0.00m"
"4950","My Horse and Me    ","PC","Atari  ","N/A","N/A","05th Feb 08  ","N/A","N/A","N/A"
"4951","My Jurassic Farm    ","WiiU","BiP Media  ","N/A","N/A","26th Jun 14  ","N/A","N/A","N/A"
"4952","My Little Baby    ","DS","CDV Software Entertainment  ","N/A","0.01m","21st Nov 08  ","0.01m","N/A","0.00m"
"4953","My Little Baby    ","WW","DTP Entertainment  ","N/A","N/A","18th Apr 11  ","N/A","N/A","N/A"
"4954","My Little Helper: Spring Cleaning    ","DS","505 Games  ","N/A","N/A","25th Mar 10  ","N/A","N/A","N/A"
"4955","My Little Restaurant    ","DSiW","Qubic Games  ","N/A","N/A","28th Feb 11  ","N/A","N/A","N/A"
"4956","My Love. Perfect Match    ","PC","Unknown  ","N/A","N/A","10th Oct 13  ","N/A","N/A","N/A"
"4957","My Love. Perfect Match    ","OSX","Unknown  ","N/A","N/A","10th Oct 13  ","N/A","N/A","N/A"
"4958","My Love. Perfect Match    ","Linux","Unknown  ","N/A","N/A","10th Oct 13  ","N/A","N/A","N/A"
