"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"8747","True Crime: Hong Kong    ","PS3","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"8748","True Crime: Hong Kong    ","X360","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"8749","True Crime: Hong Kong    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"8750","True Crime: Streets of LA    ","PC","Activision  ","N/A","0.00m","11th May 04  ","0.00m","N/A","0.00m"
"8751","True Fortune    ","PS2","Enterbrain  ","N/A","0.00m","25th Sep 08  ","N/A","0.00m","N/A"
"8752","True Lies    ","GG","Acclaim Entertainment  ","N/A","N/A","01st Feb 95  ","N/A","N/A","N/A"
"8753","True Lies    ","GB","LJN  ","N/A","N/A","01st Feb 95  ","N/A","N/A","N/A"
"8754","True Lies    ","SNES","LJN  ","N/A","N/A","01st Feb 95  ","N/A","N/A","N/A"
"8755","True Lies    ","GEN","Acclaim Entertainment  ","N/A","N/A","01st Feb 95  ","N/A","N/A","N/A"
"8756","True Love Story    ","PS","ASCII Entertainment  ","N/A","N/A","13th Dec 96  ","N/A","N/A","N/A"
"8757","True Love Story 2    ","PS","ASCII Entertainment  ","N/A","N/A","21st Jan 99  ","N/A","N/A","N/A"
"8758","True Love Story 3    ","PS2","Enterbrain  ","N/A","0.04m","05th Apr 01  ","N/A","0.04m","N/A"
"8759","True Love Story: Fan Disk    ","PS","ASCII Entertainment  ","N/A","N/A","25th Nov 99  ","N/A","N/A","N/A"
"8760","True Love Story: Remember My Heart    ","PS","ASCII Entertainment  ","N/A","N/A","11th Dec 97  ","N/A","N/A","N/A"
"8761","True Love Story: Summer Days, and yet...    ","PS2","Enterbrain  ","N/A","N/A","24th Jul 03  ","N/A","N/A","N/A"
"8762","True Pinball    ","SAT","Ocean  ","N/A","N/A","31st Oct 96  ","N/A","N/A","N/A"
"8763","True Swing Golf Express    ","DSiW","Nintendo  ","N/A","N/A","01st Feb 10  ","N/A","N/A","N/A"
"8764","True Tears    ","PS2","Sweets  ","N/A","N/A","07th Aug 08  ","N/A","N/A","N/A"
"8765","Trump Boy    ","GB","Pack-In-Video  ","N/A","N/A","29th Mar 90  ","N/A","N/A","N/A"
"8766","Trump Boy II    ","GB","Pack-In-Video  ","N/A","N/A","09th Nov 90  ","N/A","N/A","N/A"
"8767","Trump Collection    ","WS","Bottom Up  ","N/A","N/A","01st Jul 99  ","N/A","N/A","N/A"
"8768","Trump Collection 2: Bottom Up Teki Sekai Isshuu no Tabi    ","WS","Bottom Up  ","N/A","N/A","28th Sep 00  ","N/A","N/A","N/A"
"8769","Trump Collection GB    ","GB","Bottom Up  ","N/A","N/A","28th Nov 97  ","N/A","N/A","N/A"
"8770","Truxton    ","GEN","Sega  ","N/A","N/A","01st Jan 89  ","N/A","N/A","N/A"
"8771","Try Not To Fart    ","XBL","Microsoft  ","N/A","N/A","07th Jun 10  ","N/A","N/A","N/A"
"8772","Tsubasa Chronicle    ","DS","Arika  ","N/A","N/A","27th Oct 05  ","N/A","N/A","N/A"
"8773","Tsubasa Chronicle Vol.2    ","DS","Arika  ","N/A","N/A","20th Apr 06  ","N/A","N/A","N/A"
"8774","Tsugi no Giseisha o Oshirase Shimasu: Houkaisuru Sekai ni Shinigami to    ","PSP","Unknown  ","N/A","N/A","02nd Feb 12  ","N/A","N/A","N/A"
"8775","Tsugi no Giseisha o Oshirase Shimasu: Kimi to Ko no Hateru Kotonai Kurayami o    ","PSP","Unknown  ","N/A","N/A","06th Oct 11  ","N/A","N/A","N/A"
"8776","Tsugi no Giseisha o Oshirase Shimasu: Shi to Zetsubou o Nori Koeru    ","PSP","Unknown  ","N/A","N/A","08th Dec 11  ","N/A","N/A","N/A"
"8777","Tsugou no Yoi Sex Friend?    ","PC","Waffle  ","N/A","N/A","28th Oct 11  ","N/A","N/A","N/A"
"8778","Tsuihou Senkyo    ","PS4","Nippon Ichi Software  ","N/A","0.00m","27th Apr 17  ","N/A","0.00m","N/A"
"8779","Tsuihou Senkyo    ","PSV","Nippon Ichi Software  ","N/A","0.01m","27th Apr 17  ","N/A","0.01m","N/A"
"8780","Tsukatte Utau Saru Band    ","DSiW","Nintendo  ","N/A","N/A","28th Apr 10  ","N/A","N/A","N/A"
"8781","Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi    ","PSV","Dramatic Create  ","N/A","0.03m","26th Nov 15  ","N/A","0.03m","N/A"
"8782","Tsuki no Hikari: Shizumeru Kane no Satsujin    ","PS2","Victor Interactive  ","N/A","0.02m","23rd May 02  ","N/A","0.02m","N/A"
"8783","Tsuki wa Higashi ni Ha wa Nishi na: Operation Sanctuary    ","PC","Alchemist  ","N/A","N/A","26th Sep 03  ","N/A","N/A","N/A"
"8784","Tsuki wa Higashi ni Ha wa Nishi na: Operation Sanctuary    ","DC","Alchemist  ","N/A","N/A","24th Jun 04  ","N/A","N/A","N/A"
"8785","Tsuki wa Higashi ni Ha wa Nishi na: Operation Sanctuary    ","PS2","Alchemist  ","N/A","N/A","07th Oct 04  ","N/A","N/A","N/A"
"8786","Tsukibuto    ","DS","SNK Playmore  ","N/A","0.00m","06th Aug 09  ","N/A","0.00m","N/A"
"8787","Tsukigime Ranko's Longest Day    ","PS3","Namco Bandai Games  ","N/A","0.01m","16th Jan 14  ","0.01m","N/A","0.00m"
"8788","Tsukihime    ","PC","Type-Moon  ","N/A","N/A","01st Dec 00  ","N/A","N/A","N/A"
"8789","Tsuku Monogatari    ","PSP","FuRyu Corporation  ","N/A","0.03m","27th Jan 11  ","N/A","0.03m","N/A"
"8790","Tsumigui: Sen no Noroi, Sen no Inori for V    ","PSV","Dramatic Create  ","N/A","0.01m","29th Jun 17  ","N/A","0.01m","N/A"
"8791","Tsumiki BLOQ    ","PS3","Sony Computer Entertainment  ","N/A","N/A","17th Feb 11  ","N/A","N/A","N/A"
"8792","Tsuppari Oozumou    ","NES","Tecmo  ","N/A","N/A","18th Sep 87  ","N/A","N/A","N/A"
"8793","Tsuppari Oozumou: Heisei Han    ","PCE","Naxat Soft  ","N/A","N/A","19th Feb 93  ","N/A","N/A","N/A"
"8794","Tsuri Kichi Sanpei: Blue Marlin Hen    ","NES","Victor Interactive  ","N/A","N/A","17th Mar 88  ","N/A","N/A","N/A"
"8795","Tsuri Sensei    ","GB","J-Wing  ","N/A","N/A","11th Sep 98  ","N/A","N/A","N/A"
"8796","Tsuri Sensei 2    ","GB","J-Wing  ","N/A","N/A","23rd Jul 99  ","N/A","N/A","N/A"
"8797","Tsuriiko!!    ","GB","ASCII Entertainment  ","N/A","N/A","19th Jul 01  ","N/A","N/A","N/A"
"8798","Tsuru Teruto no Jissen Kabushiki Bi-Game    ","PCE","Intec  ","N/A","N/A","01st Nov 89  ","N/A","N/A","N/A"
"8799","Tsurugi no Machi no Ihoujin: Kuro no Kyuuden    ","PSV","Experience Inc.  ","N/A","0.04m","22nd Jan 15  ","N/A","0.04m","N/A"
"8800","Tsuushin Taisen Mahjong: Touryuumon    ","X360","AQ Interactive  ","N/A","N/A","26th Jan 06  ","N/A","N/A","N/A"
"8801","Tsuyo Kiss 2 Gakki: Swift Love    ","PS2","Revolution (Japan)  ","N/A","0.02m","30th Jul 09  ","N/A","0.02m","N/A"
"8802","Tsuyo Kiss 2 Portable    ","PSP","Unknown  ","N/A","0.02m","28th Oct 10  ","N/A","0.02m","N/A"
"8803","Tsuyo Kiss 2 Portable    ","PSN","Unknown  ","N/A","N/A","28th Oct 10  ","N/A","N/A","N/A"
"8804","Tsuyo Kiss 3 Portable    ","PSP","NetRevo  ","N/A","0.01m","31st May 12  ","N/A","0.01m","N/A"
"8805","Tsuyo Kiss: Mighty Heart    ","PS2","Princess Soft  ","N/A","0.03m","25th May 06  ","N/A","0.03m","N/A"
"8806","Tuff E Nuff    ","SNES","Jaleco  ","N/A","N/A","01st Sep 93  ","N/A","N/A","N/A"
"8807","Tuffy the Corgi and the Tower of Bones    ","PSV","Action Button Entertainment LLC  ","N/A","N/A","24th Jun 14  ","N/A","N/A","N/A"
"8808","TUG    ","PC","Unknown  ","N/A","N/A","28th Mar 14  ","N/A","N/A","N/A"
"8809","Tulpa    ","Linux","Rising Star Games  ","N/A","N/A","29th Jan 15  ","N/A","N/A","N/A"
"8810","Tulpa    ","OSX","Rising Star Games  ","N/A","N/A","29th Jan 15  ","N/A","N/A","N/A"
"8811","Tulpa    ","PC","Rising Star Games  ","N/A","N/A","29th Jan 15  ","N/A","N/A","N/A"
"8812","Tumble    ","PSN","Sony Computer Entertainment  ","N/A","N/A","14th Sep 10  ","N/A","N/A","N/A"
"8813","Tumble Pop    ","GB","Sunsoft  ","N/A","N/A","01st Mar 93  ","N/A","N/A","N/A"
"8814","Tumblebugs    ","PC","Mumbo Jumbo  ","N/A","N/A","01st Jan 05  ","N/A","N/A","N/A"
"8815","Tumblebugs 2    ","WW","Gameshastra  ","N/A","N/A","01st Feb 10  ","N/A","N/A","N/A"
"8816","Tuneland    ","PC","7th Level  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"8817","Tunescape    ","XBL","Microsoft  ","N/A","N/A","02nd Apr 10  ","N/A","N/A","N/A"
"8818","Tunnel B1    ","SAT","Acclaim Entertainment  ","N/A","N/A","15th Jan 97  ","N/A","N/A","N/A"
"8819","Tunnel Rats    ","PC","Boll AG  ","N/A","N/A","15th May 09  ","N/A","N/A","N/A"
"8820","Tunnel Runner    ","2600","CBS Electronics  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"8821","Tunnelvision    ","XBL","Microsoft  ","N/A","N/A","22nd Sep 11  ","N/A","N/A","N/A"
"8822","Turba    ","PC","Unknown  ","N/A","N/A","06th Jul 10  ","N/A","N/A","N/A"
"8823","Turbo OutRun    ","GEN","Sega  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"8824","Turbo OutRun    ","PC","Sega  ","N/A","N/A","01st Jan 89  ","N/A","N/A","N/A"
"8825","Turbo Prop Racing    ","PSN","Sony Computer Entertainment  ","N/A","N/A","12th Aug 09  ","N/A","N/A","N/A"
"8826","Turbo Racing Challenge    ","GB","Midas Interactive Entertainment  ","N/A","N/A","03rd Aug 01  ","N/A","N/A","N/A"
"8827","Turbo Sub    ","Lynx","Atari  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"8828","Turbo Trainz    ","Wii","Unknown  ","N/A","0.01m","31st Dec 20  ","0.01m","N/A","0.00m"
"8829","Turbo Trucks    ","PS2","Phoenix Games  ","N/A","N/A","01st Jan 06  ","N/A","N/A","N/A"
"8830","Turbo: Super Stunt Squad    ","X360","D3Publisher  ","N/A","0.01m","16th Jul 13  ","0.01m","N/A","0.00m"
"8831","Turbo: Super Stunt Squad    ","3DS","D3Publisher  ","N/A","0.02m","16th Jul 13  ","0.02m","N/A","0.00m"
"8832","Turbo: Super Stunt Squad    ","DS","D3Publisher  ","N/A","0.04m","16th Jul 13  ","0.04m","N/A","0.00m"
"8833","Turbo: Super Stunt Squad    ","PS3","D3Publisher  ","N/A","0.02m","16th Jul 13  ","0.01m","N/A","0.00m"
"8834","Turbo: Super Stunt Squad    ","WiiU","D3Publisher  ","N/A","0.03m","16th Jul 13  ","0.03m","N/A","0.00m"
"8835","Turbo: Super Stunt Squad    ","Wii","D3Publisher  ","N/A","0.02m","16th Jul 13  ","0.02m","N/A","0.00m"
"8836","TurboRocket    ","XBL","Microsoft  ","N/A","N/A","12th Jul 11  ","N/A","N/A","N/A"
"8837","Turky's Date    ","And","Unknown  ","N/A","N/A","22nd Jul 14  ","N/A","N/A","N/A"
"8838","Turmoil    ","2600","20th Century Fox Video Games  ","N/A","N/A","01st Jan 82  ","N/A","N/A","N/A"
"8839","Turn and Burn: F-14 Dogfight Simulator    ","GB","Absolute Entertainment  ","N/A","N/A","01st May 92  ","N/A","N/A","N/A"
"8840","Turn and Burn: No-Fly Zone    ","SNES","Absolute Entertainment  ","N/A","N/A","01st Feb 94  ","N/A","N/A","N/A"
"8841","TURN: The Lost Artifact    ","DSiW","Unknown  ","N/A","N/A","09th Aug 10  ","N/A","N/A","N/A"
"8842","Turnabout    ","PS","Natsume  ","N/A","N/A","01st May 03  ","N/A","N/A","N/A"
"8843","Turning Point: Fall of Liberty    ","PC","Codemasters  ","N/A","0.00m","26th Feb 08  ","0.00m","N/A","N/A"
"8844","Turntablist: DJ Battle    ","WS","Bandai  ","N/A","N/A","25th Nov 99  ","N/A","N/A","N/A"
"8845","Turok    ","PC","Touchstone  ","N/A","0.01m","22nd Apr 08  ","0.01m","N/A","0.00m"
"8846","Turok 2: Seeds of Evil    ","GB","Acclaim Entertainment  ","N/A","N/A","31st Dec 98  ","N/A","N/A","N/A"
"8847","Turok 2: Seeds of Evil     ","PC","Acclaim Entertainment  ","N/A","N/A","31st Jan 99  ","N/A","N/A","N/A"
"8848","Turok 3: Shadow of Oblivion    ","GB","Acclaim Entertainment  ","N/A","N/A","27th Jul 00  ","N/A","N/A","N/A"
"8849","Turok: Battle of the Bionosaurs    ","GB","Acclaim Entertainment  ","N/A","N/A","06th Aug 98  ","N/A","N/A","N/A"
"8850","Turok: Dinosaur Hunter    ","N64","Acclaim Entertainment  ","N/A","0.05m","28th Feb 97  ","N/A","0.05m","N/A"
"8851","Turok: Dinosaur Hunter    ","PC","Acclaim Entertainment  ","N/A","N/A","30th Nov 97  ","N/A","N/A","N/A"
"8852","Turok: Evolution    ","PC","Acclaim Entertainment  ","N/A","N/A","24th Oct 03  ","N/A","N/A","N/A"
"8853","Turok: Rage Wars    ","GB","Acclaim Entertainment  ","N/A","N/A","01st Jan 99  ","N/A","N/A","N/A"
"8854","Turrican    ","GB","Accolade  ","N/A","N/A","01st Nov 91  ","N/A","N/A","N/A"
"8855","Turrican    ","PCE","Ballistic  ","N/A","N/A","01st Aug 91  ","N/A","N/A","N/A"
"8856","Turrican    ","GEN","Accolade  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"8857","Turtle Casino    ","XBL","Microsoft  ","N/A","N/A","02nd Aug 11  ","N/A","N/A","N/A"
"8858","Turtle Tale    ","3DS","Saturnine Games  ","N/A","N/A","22nd May 14  ","N/A","N/A","N/A"
"8859","Tutankham    ","2600","Stern  ","N/A","N/A","01st Jan 82  ","N/A","N/A","N/A"
"8860","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1    ","PS3","Namco Bandai Games  ","N/A","0.03m","23rd Apr 15  ","N/A","0.03m","N/A"
"8861","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2    ","PS3","Namco Bandai Games  ","N/A","0.02m","25th Jun 15  ","N/A","0.02m","N/A"
"8862","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3    ","PS3","Namco Bandai Games  ","N/A","0.02m","23rd Jul 15  ","N/A","0.02m","N/A"
"8863","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4    ","PS3","Namco Bandai Games  ","N/A","0.02m","27th Aug 15  ","N/A","0.02m","N/A"
"8864","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5    ","PS3","Namco Bandai Games  ","N/A","0.02m","25th Sep 15  ","N/A","0.02m","N/A"
"8865","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6    ","PS3","Namco Bandai Games  ","N/A","0.03m","26th Nov 15  ","N/A","0.03m","N/A"
"8866","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7    ","PS3","Namco Bandai Games  ","N/A","0.03m","23rd Dec 15  ","N/A","0.03m","N/A"
"8867","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8    ","PS3","Namco Bandai Games  ","N/A","0.03m","28th Jan 16  ","N/A","0.03m","N/A"
"8868","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9    ","PS3","Namco Bandai Games  ","N/A","0.04m","25th Feb 16  ","N/A","0.04m","N/A"
"8869","TV Anime: Fairy Tale Gekitou! Madoushi Kessen    ","DS","Hudson Soft  ","N/A","0.05m","22nd Jul 10  ","N/A","0.05m","N/A"
"8870","TV Calibration    ","XBL","Microsoft  ","N/A","N/A","21st Feb 09  ","N/A","N/A","N/A"
"8871","TV Champion    ","GB","Yutaka  ","N/A","N/A","28th Oct 94  ","N/A","N/A","N/A"
"8872","TV Manager 2    ","PC","Ascaron Entertainment GmbH  ","N/A","N/A","16th Mar 12  ","N/A","N/A","N/A"
"8873","TV Show King    ","WW","Gameloft  ","N/A","N/A","12th May 08  ","N/A","N/A","N/A"
"8874","TV Show King    ","PSN","Gameloft  ","N/A","N/A","06th Aug 09  ","N/A","N/A","N/A"
"8875","TV Show King 2    ","WW","Gameloft  ","N/A","N/A","21st Dec 09  ","N/A","N/A","N/A"
"8876","TV Sports Basketball    ","PCE","NEC  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"8877","TV Sports Football    ","PCE","NEC  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"8878","TV Sports Hockey    ","PCE","NEC  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"8879","TV Total Events    ","Wii","7G//AMES  ","N/A","0.02m","15th Mar 11  ","0.02m","N/A","0.00m"
"8880","TVDJ    ","PS2","Sony Computer Entertainment  ","N/A","N/A","29th Jun 00  ","N/A","N/A","N/A"
"8881","Tweenies: Doodles' Bones    ","GB","BBC Multimedia  ","N/A","N/A","19th Oct 01  ","N/A","N/A","N/A"
"8882","Tweety's High-Flying Adventure    ","GB","Kemco  ","N/A","N/A","01st Nov 00  ","N/A","N/A","N/A"
"8883","Twelve Sky    ","PC","Aeria Games & Entertainment  ","N/A","N/A","18th Sep 07  ","N/A","N/A","N/A"
"8884","Twelve Sky 2    ","PC","Unknown  ","N/A","N/A","01st Jan 70  ","N/A","N/A","N/A"
"8885","Twenty 2 Party    ","PS2","505 Games  ","N/A","N/A","01st May 05  ","N/A","N/A","N/A"
"8886","Twilight Syndrome Omen: Tansakuhen    ","PS","Human Entertainment  ","N/A","N/A","01st Mar 96  ","N/A","N/A","N/A"
"8887","Twilight Syndrome Saikai    ","PS","Spike  ","N/A","N/A","27th Jul 00  ","N/A","N/A","N/A"
"8888","Twilight Syndrome Special    ","PS","Human Entertainment  ","N/A","N/A","02nd Jul 98  ","N/A","N/A","N/A"
"8889","Twilight Syndrome: Kinjiratera Toshi Densetsu    ","DS","Spike  ","N/A","0.04m","24th Jul 08  ","N/A","0.04m","N/A"
"8890","Twilight Syndrome: Kyuumeihen    ","PS","Human Entertainment  ","N/A","N/A","19th Jul 96  ","N/A","N/A","N/A"
"8891","Twin    ","GB","Athena  ","N/A","N/A","31st Jan 92  ","N/A","N/A","N/A"
"8892","Twin 2 Pack: Sonic 3D Blast/Sonic R    ","PC","Activision  ","N/A","N/A","01st Jan 02  ","N/A","N/A","N/A"
"8893","Twin 2 Pack: Sonic CD/Sonic & Knuckles Collection    ","PC","Activision  ","N/A","N/A","01st Feb 07  ","N/A","N/A","N/A"
"8894","Twin Blades    ","XBL","Microsoft  ","N/A","N/A","29th Dec 09  ","N/A","N/A","N/A"
"8895","Twin Blades    ","PSN","Sanuk Games  ","N/A","N/A","22nd Feb 11  ","N/A","N/A","N/A"
"8896","Twin Cobra    ","GEN","Sega  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"8897","Twin Cobra    ","NES","Sammy Corporation  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"8898","Twin Cobra    ","Arc","Romstar  ","N/A","N/A","01st Jan 87  ","N/A","N/A","N/A"
"8899","Twin Eagle    ","NES","Romstar  ","N/A","N/A","01st Oct 89  ","N/A","N/A","N/A"
"8900","Twin Hawk    ","GEN","Sega  ","N/A","N/A","25th Jul 90  ","N/A","N/A","N/A"
"8901","Twin Puzzle: Kisekae Wanko EX/Rainbow Magic 2    ","GBA","Culture Brain  ","N/A","N/A","17th Dec 04  ","N/A","N/A","N/A"
"8902","Twin Series Vol. 3: Konchuu Monster/Super Chinese Labyrinth    ","GBA","Culture Brain  ","N/A","N/A","10th Dec 04  ","N/A","N/A","N/A"
"8903","Twin Series Vol. 4: Ham Ham Monster EX/Fantasy Puzzle Hamster Monogatari    ","GBA","Culture Brain  ","N/A","N/A","10th Dec 04  ","N/A","N/A","N/A"
"8904","Twin Series Vol. 5: Wan Wan Meitantei EX/Mahou no Kuni no Keaki-Okusan Monogatari    ","GBA","Culture Brain  ","N/A","N/A","10th Dec 04  ","N/A","N/A","N/A"
"8905","Twin Series Vol. 6: Wan Nyon Idol Gakuen/Koinu Toissho Special    ","GBA","Culture Brain  ","N/A","N/A","10th Dec 04  ","N/A","N/A","N/A"
"8906","TwinBee    ","NES","Konami  ","N/A","1.20m","04th Jan 86  ","N/A","1.20m","N/A"
"8907","TwinBee    ","VC","Konami  ","N/A","N/A","05th Aug 08  ","N/A","N/A","N/A"
"8908","TwinBee 3: Poko Poko Dai Maou    ","NES","Konami  ","N/A","N/A","29th Sep 89  ","N/A","N/A","N/A"
"8909","TwinBee Portable    ","PSP","Konami  ","N/A","N/A","25th Jan 07  ","N/A","N/A","N/A"
"8910","TwinBee RPG    ","PS","Konami  ","N/A","N/A","02nd Apr 98  ","N/A","N/A","N/A"
"8911","TwinBee Taisen Puzzle Dama    ","PS","Konami  ","N/A","N/A","09th Dec 94  ","N/A","N/A","N/A"
"8912","Twinkle * Crusaders GoGo!    ","PSP","ASCII Media Works  ","N/A","0.02m","30th Sep 10  ","N/A","0.02m","N/A"
"8913","Twinkle * Nights    ","3DO","Unknown  ","N/A","N/A","17th Mar 95  ","N/A","N/A","N/A"
"8914","Twinkle Queen    ","Wii","Milestone  ","N/A","N/A","26th Aug 10  ","N/A","N/A","N/A"
"8915","Twinkle Star Sprites    ","DC","SNK  ","N/A","N/A","23rd Mar 00  ","N/A","N/A","N/A"
"8916","Twinkle Star Sprites    ","NG","SNK  ","N/A","N/A","31st Jan 97  ","N/A","N/A","N/A"
"8917","Twinkle Star Sprites    ","SAT","ADK  ","N/A","N/A","18th Dec 97  ","N/A","N/A","N/A"
"8918","Twinkle Star Sprites (CD)    ","NG","ADK  ","N/A","N/A","21st Feb 97  ","N/A","N/A","N/A"
"8919","Twinkle Star Sprites: La Petite Princesse    ","PS2","SNK Playmore  ","N/A","N/A","28th Jul 05  ","N/A","N/A","N/A"
"8920","Twinsen's Odyssey    ","PC","Activision  ","N/A","N/A","30th Jun 97  ","N/A","N/A","N/A"
"8921","Twisted Lands: Shadow Town    ","PC","Alawar Entertainment  ","N/A","N/A","23rd Sep 10  ","N/A","N/A","N/A"
"8922","Twisted Metal    ","PSN","Sony Computer Entertainment  ","N/A","N/A","23rd Feb 11  ","N/A","N/A","N/A"
"8923","Twisted Metal 2    ","PSN","Sony Computer Entertainment  ","N/A","N/A","28th Nov 06  ","N/A","N/A","N/A"
"8924","Twisted Metal: Head On - Extra Twisted Edition    ","PS2","Sony Computer Entertainment  ","N/A","N/A","05th Feb 08  ","N/A","N/A","N/A"
"8925","Twisted Metal: Head-On    ","PSN","Sony Computer Entertainment  ","N/A","N/A","13th Feb 08  ","N/A","N/A","N/A"
"8926","Twisted: The Game Show    ","3DO","Electronic Arts  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"8927","Two Brothers    ","PC","Ackkstudios  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"8928","Two Brothers    ","WiiU","Ackkstudios  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"8929","Two Brothers    ","PSV","Ackkstudios  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"8930","Two Brothers    ","PS4","Ackkstudios  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"8931","Two Brothers    ","OSX","Ackkstudios  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"8932","Two Brothers    ","Linux","Ackkstudios  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"8933","Two Crude Dudes    ","GEN","Data East  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"8934","Two Thrones    ","PC","Strategy First  ","N/A","N/A","10th Feb 04  ","N/A","N/A","N/A"
"8935","Two Worlds     ","PC","SouthPeak Interactive  ","N/A","0.02m","23rd Aug 07  ","0.02m","N/A","N/A"
"8936","Two Worlds II Castle Defense    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"8937","Two Worlds II: Pirates of the Flying Fortress    ","PC","SouthPeak Interactive  ","N/A","N/A","20th Sep 11  ","N/A","N/A","N/A"
"8938","Two Worlds II: Pirates of the Flying Fortress    ","X360","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"8939","Two Worlds II: Pirates of the Flying Fortress    ","PS3","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"8940","Two Worlds II: Pirates of the Flying Fortress    ","PSN","TopWare  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"8941","Two Worlds II: Pirates of the Flying Fortress    ","XBL","TopWare  ","N/A","N/A","27th Sep 11  ","N/A","N/A","N/A"
"8942","Two Worlds: The Tempation    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"8943","Txingurri    ","XBL","Microsoft  ","N/A","N/A","24th Nov 09  ","N/A","N/A","N/A"
"8944","Ty the Tasmanian Tiger 4    ","PC","Krome Studios  ","N/A","N/A","18th Sep 15  ","N/A","N/A","N/A"
"8945","Tycoon City: New York    ","PC","Atari  ","N/A","0.02m","21st Feb 06  ","0.02m","N/A","0.00m"
"8946","Tycoon Collection    ","PC","Activision  ","N/A","N/A","14th Jun 05  ","N/A","N/A","N/A"
"8947","Tycoon Deluxe Edition    ","PC","Atari  ","N/A","N/A","29th Sep 06  ","N/A","N/A","N/A"
"8948","Type Attacks    ","XBL","Microsoft  ","N/A","N/A","18th Dec 08  ","N/A","N/A","N/A"
"8949","Typer Shark Deluxe    ","PC","PopCap Games  ","N/A","N/A","30th Aug 06  ","N/A","N/A","N/A"
"8950","Typing Kengo: Mu-San-Yon no Ken    ","PS2","Sunsoft  ","N/A","N/A","17th Jan 02  ","N/A","N/A","N/A"
"8951","Typing of the Date    ","DC","Hudson Soft  ","N/A","N/A","27th Sep 01  ","N/A","N/A","N/A"
"8952","Typing Renai Hakusho: Boys Be...    ","PS2","Sunsoft  ","N/A","N/A","14th Mar 02  ","N/A","N/A","N/A"
"8953","Tyranny    ","PC","Paradox Interactive   ","N/A","0.02m","15th Nov 16  ","0.02m","N/A","0.00m"
"8954","Tyrant Unleashed    ","And","Kongregate  ","N/A","N/A","08th Aug 13  ","N/A","N/A","N/A"
"8955","Tyrants: Fight Through Time    ","GEN","Virgin Interactive  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"8956","Tyrian    ","PC","Epic Games  ","N/A","N/A","01st Jan 95  ","N/A","N/A","N/A"
"8957","Tyrian 2000    ","PC","Unknown  ","N/A","N/A","01st Jan 99  ","N/A","N/A","N/A"
"8958","Tzar: Burden of the Crown    ","PC","TalonSoft  ","N/A","N/A","29th Mar 00  ","N/A","N/A","N/A"
"8959","U-Sing    ","Wii","Mindscape  ","N/A","0.35m","06th Nov 09  ","0.32m","N/A","0.03m"
"8960","U-Sing  2    ","Wii","Mindscape  ","N/A","0.09m","03rd Dec 10  ","0.08m","N/A","0.01m"
"8961","U-Sing: Girls Night    ","Wii","Mindscape  ","N/A","0.25m","18th Jun 10  ","0.21m","N/A","0.04m"
"8962","U-Wars    ","PSP","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"8963","U-Wars    ","PC","AWEM Studio  ","N/A","N/A","06th Jun 04  ","N/A","N/A","N/A"
