"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"5222","Bleach: Heat the Soul 2    ","PSP","Sony Computer Entertainment  ","N/A","N/A","01st Sep 05  ","N/A","N/A","N/A"
"5223","Bleach: Heat the Soul 3    ","PSP","Sony Computer Entertainment  ","N/A","0.07m","20th Jul 06  ","N/A","0.07m","N/A"
"5224","Bleach: Heat the Soul 4    ","PSP","Sony Computer Entertainment  ","N/A","0.08m","24th May 07  ","N/A","0.08m","N/A"
"5225","Bleach: Heat the Soul 5    ","PSP","Sony Computer Entertainment  ","N/A","0.08m","15th May 08  ","N/A","0.08m","N/A"
"5226","Bleach: Heat the Soul 6    ","PSP","Sony Computer Entertainment  ","N/A","0.09m","14th May 09  ","N/A","0.09m","N/A"
"5227","Bleach: Heat the Soul 7    ","PSP","Sony Computer Entertainment  ","N/A","0.08m","02nd Sep 10  ","N/A","0.08m","N/A"
"5228","Bleach: Heat the Soul 7    ","PSN","Sony Computer Entertainment  ","N/A","N/A","02nd Sep 10  ","N/A","N/A","N/A"
"5229","Bleach: Soul Carnival    ","PSP","Sony Computer Entertainment  ","N/A","0.05m","23rd Oct 08  ","N/A","0.05m","N/A"
"5230","Bleach: Soul Carnival 2    ","PSP","Sony Computer Entertainment  ","N/A","0.03m","10th Dec 09  ","N/A","0.03m","N/A"
"5231","Bleach: Versus Crusade    ","Wii","Sega  ","N/A","0.06m","18th Dec 08  ","N/A","0.06m","N/A"
"5232","bleem! Gran Turismo 2    ","DC","bleem!  ","N/A","N/A","01st Jan 01  ","N/A","N/A","N/A"
"5233","bleemcast! Metal Gear Solid    ","DC","bleem!  ","N/A","N/A","31st Oct 01  ","N/A","N/A","N/A"
"5234","bleemcast! Tekken 3    ","DC","bleem!  ","N/A","N/A","31st Oct 01  ","N/A","N/A","N/A"
"5235","Blend X Brand    ","PS","Tonkin House  ","N/A","N/A","29th Jun 00  ","N/A","N/A","N/A"
"5236","Blimp: The Flying Adventures    ","PSN","Unknown  ","N/A","N/A","07th Dec 10  ","N/A","N/A","N/A"
"5237","Blinding Dark    ","Linux","Bulkypix  ","N/A","N/A","12th Aug 14  ","N/A","N/A","N/A"
"5238","Blinding Dark    ","OSX","Bulkypix  ","N/A","N/A","12th Aug 14  ","N/A","N/A","N/A"
"5239","Blinding Dark    ","PC","Bulkypix  ","N/A","N/A","12th Aug 14  ","N/A","N/A","N/A"
"5240","Bliss Island    ","PSP","Codemasters  ","N/A","0.00m","08th Dec 06  ","0.00m","N/A","0.00m"
"5241","Bliss Island    ","XBL","Codemasters Online   ","N/A","N/A","12th Mar 08  ","N/A","N/A","N/A"
"5242","Bliss Island    ","PSN","Codemasters  ","N/A","N/A","05th Feb 09  ","N/A","N/A","N/A"
"5243","Blitz Brigade - Online multiplayer shooting action!    ","And","Gameloft  ","N/A","N/A","09th May 13  ","N/A","N/A","N/A"
"5244","Blitz: The League    ","Wii","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5245","Blitzkrieg 2 Anthology    ","PC","Ascaron Entertainment  ","N/A","0.01m","22nd Feb 08  ","0.01m","N/A","0.00m"
"5246","Blitzkrieg 2: Fall of the Reich    ","PC","CDV Software Entertainment  ","N/A","N/A","22nd Feb 07  ","N/A","N/A","N/A"
"5247","Blitzkrieg Anthology    ","PC","CDV Software Entertainment  ","N/A","0.00m","19th Sep 05  ","0.00m","N/A","0.00m"
"5248","Blitzkrieg: Burning Horizon    ","PC","CDV Software Entertainment  ","N/A","N/A","13th Jun 04  ","N/A","N/A","N/A"
"5249","Blitzkrieg: Green Devils    ","PC","CDV Software Entertainment  ","N/A","N/A","12th Sep 06  ","N/A","N/A","N/A"
"5250","Blitzkrieg: Rolling Thunder    ","PC","CDV Software Entertainment  ","N/A","0.00m","30th Nov 04  ","0.00m","N/A","0.00m"
"5251","Blizzard DOTA    ","PC","Blizzard Entertainment  ","N/A","N/A","31st Dec 11  ","N/A","N/A","N/A"
"5252","Bloc    ","XBL","Microsoft  ","N/A","N/A","12th Nov 08  ","N/A","N/A","N/A"
"5253","Block & Switch    ","PS","Serene  ","N/A","N/A","24th Jan 02  ","N/A","N/A","N/A"
"5254","Block Breaker Deluxe    ","WW","Gameloft  ","N/A","N/A","16th Jun 08  ","N/A","N/A","N/A"
"5255","Block Buster    ","PS","Phoenix Games  ","N/A","N/A","08th Aug 03  ","N/A","N/A","N/A"
"5256","Block Cascade Fusion    ","PSN","Gamelion Studios  ","N/A","N/A","02nd Jun 11  ","N/A","N/A","N/A"
"5257","Block Factory    ","3DS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5258","Block Fight!    ","XBL","Microsoft  ","N/A","N/A","25th Dec 08  ","N/A","N/A","N/A"
"5259","Block Fight!!    ","XBL","Microsoft  ","N/A","N/A","21st Dec 09  ","N/A","N/A","N/A"
"5260","Block Jump    ","XBL","Microsoft  ","N/A","N/A","01st Jul 11  ","N/A","N/A","N/A"
"5261","Block Kuzushi    ","SNES","Pow  ","N/A","0.05m","17th Nov 95  ","N/A","0.05m","0.00m"
"5262","Block Kuzushi (FDS)    ","NES","Konami  ","N/A","N/A","13th Dec 86  ","N/A","N/A","N/A"
"5263","Block Kuzushi GB    ","GB","Pow  ","N/A","N/A","29th Dec 95  ","N/A","N/A","N/A"
"5264","Block Kuzushi Kowashite Help!    ","PS","Media Group  ","N/A","N/A","07th Dec 00  ","N/A","N/A","N/A"
"5265","Block Kuzushi: Deden no Gyakushuu    ","PS","Island Creation  ","N/A","N/A","31st May 96  ","N/A","N/A","N/A"
"5266","Block Out    ","GEN","Electronic Arts  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"5267","Block Vengeance Alpha    ","XBL","Microsoft  ","N/A","N/A","09th Jul 11  ","N/A","N/A","N/A"
"5268","Block Wars    ","PS","Pony Canyon  ","N/A","N/A","06th Sep 01  ","N/A","N/A","N/A"
"5269","Blockado - Puzzle Island    ","DSiW","Unknown  ","N/A","N/A","18th Aug 11  ","N/A","N/A","N/A"
"5270","BlockBUSTER    ","XBL","Microsoft  ","N/A","N/A","04th Feb 09  ","N/A","N/A","N/A"
"5271","Blockbuster World Video Game Championship II    ","GEN","Acclaim Entertainment  ","N/A","N/A","01st Jan 95  ","N/A","N/A","N/A"
"5272","BlockHopper    ","PC","Unknown  ","N/A","N/A","25th Feb 12  ","N/A","N/A","N/A"
"5273","Blockids    ","PS","Natsume  ","N/A","N/A","04th Aug 03  ","N/A","N/A","N/A"
"5274","Blockids    ","PSN","Sony Computer Entertainment  ","N/A","N/A","30th Nov 10  ","N/A","N/A","N/A"
"5275","Blockout    ","Lynx","Atari  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"5276","Blockout    ","WW","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5277","Blockout    ","PC","California Dreams  ","N/A","N/A","01st Jan 89  ","N/A","N/A","N/A"
"5278","Blockout    ","GEN","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5279","Blocks That Matter    ","PC","Unknown  ","N/A","N/A","20th Aug 11  ","N/A","N/A","N/A"
"5280","Blocks That Matter    ","X360","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5281","Blocks That Matter    ","MS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5282","Blocks: The Devilish Delivery Game    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5283","Blockscape    ","OSX","Sega Falcom  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"5284","Blockscape    ","Linux","Sega Falcom  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"5285","Blockscape    ","PC","Sega Falcom  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"5286","Blockt    ","XBL","Microsoft  ","N/A","N/A","02nd Sep 11  ","N/A","N/A","N/A"
"5287","Blocky Roads    ","And","Crescent Moon Games  ","N/A","N/A","17th Dec 13  ","N/A","N/A","N/A"
"5288","Blodia    ","GB","Tonkin House  ","N/A","N/A","20th Apr 90  ","N/A","N/A","N/A"
"5289","Blodia Land: Puzzle Quest    ","NES","Tonkin House  ","N/A","N/A","11th Aug 90  ","N/A","N/A","N/A"
"5290","BLOK DROP U    ","WiiU","RCMADIAX  ","N/A","N/A","06th Mar 14  ","N/A","N/A","N/A"
"5291","Bloktonik    ","WW","Unknown  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"5292","Blokus    ","PSN","Gameloft  ","N/A","N/A","21st Dec 10  ","N/A","N/A","N/A"
"5293","Blokus Club with Bumpy Trot    ","PS2","Irem Software Engineering  ","N/A","N/A","17th Nov 05  ","N/A","N/A","N/A"
"5294","Blokus World Tour    ","PC","Mumbo Jumbo  ","N/A","N/A","26th May 08  ","N/A","N/A","N/A"
"5295","Blonde Justice    ","3DO","Vivid Interactive  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"5296","Blood    ","PC","GT Interactive  ","N/A","N/A","31st May 97  ","N/A","N/A","N/A"
"5297","Blood 2: The Nightmare Levels    ","PC","GT Interactive  ","N/A","N/A","01st Aug 99  ","N/A","N/A","N/A"
"5298","Blood Beach    ","Wii","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5299","Blood Beach    ","WW","Coresoft  ","N/A","N/A","17th May 10  ","N/A","N/A","N/A"
"5300","Blood Bowl    ","DS","Unknown  ","N/A","0.00m","N/A  ","0.00m","N/A","0.00m"
"5301","Blood Bowl    ","PSP","Focus Home Interactive  ","N/A","0.01m","13th Apr 10  ","0.01m","N/A","0.00m"
"5302","Blood Bowl    ","PSN","Focus Home Interactive  ","N/A","N/A","22nd Apr 10  ","N/A","N/A","N/A"
"5303","Blood Bowl (1995)    ","PC","MicroLeague  ","N/A","N/A","01st Jan 95  ","N/A","N/A","N/A"
"5304","Blood Bowl 2    ","XOne","Focus Home Interactive  ","N/A","0.00m","29th May 15  ","0.00m","N/A","0.00m"
"5305","Blood Bowl 2    ","PS4","Focus Home Interactive  ","N/A","0.00m","29th May 15  ","0.00m","N/A","0.00m"
"5306","Blood Bowl: Legendary Edition    ","PC","Focus Home Interactive  ","N/A","0.02m","28th Oct 10  ","0.01m","N/A","0.00m"
"5307","Blood II: The Chosen    ","PC","GT Interactive  ","N/A","N/A","31st Oct 98  ","N/A","N/A","N/A"
"5308","Blood Knights    ","PS3","Unknown  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"5309","Blood Knights    ","X360","Unknown  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"5310","Blood Knights    ","PC","Unknown  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"5311","Blood Lines    ","PS","Sony Computer Entertainment  ","N/A","N/A","23rd Apr 99  ","N/A","N/A","N/A"
"5312","Blood of Bahamut    ","DS","Square Enix  ","N/A","0.09m","06th Aug 09  ","N/A","0.09m","N/A"
"5313","Blood of the Werewolf    ","PC","Unknown  ","N/A","N/A","28th Oct 13  ","N/A","N/A","N/A"
"5314","Blood Omen 2    ","PC","Eidos Interactive  ","N/A","N/A","25th Mar 02  ","N/A","N/A","N/A"
"5315","Blood Omen: Legacy of Kain    ","PC","Activision  ","N/A","N/A","31st Aug 97  ","N/A","N/A","N/A"
"5316","Blood Omen: Legacy of Kain    ","PSN","Sony Computer Entertainment  ","N/A","N/A","10th Sep 09  ","N/A","N/A","N/A"
"5317","Blood Tempest    ","XBL","Microsoft  ","N/A","N/A","04th Jun 10  ","N/A","N/A","N/A"
"5318","Blood+ Final Piece     ","PSP","Sony Computer Entertainment  ","N/A","N/A","07th Sep 06  ","N/A","N/A","N/A"
"5319","Blood: Plasma Pak    ","PC","GT Interactive  ","N/A","N/A","01st Sep 97  ","N/A","N/A","N/A"
"5320","Blood: The Last Vampire (Gekan)    ","PS2","Sony Computer Entertainment  ","N/A","N/A","21st Dec 00  ","N/A","N/A","N/A"
"5321","Blood: The Last Vampire (Joukan)    ","PS2","Sony Computer Entertainment  ","N/A","0.09m","21st Dec 00  ","N/A","0.09m","N/A"
"5322","Bloodbath    ","X360","United Developers  ","N/A","N/A","27th Jun 14  ","N/A","N/A","N/A"
"5323","Bloodbath    ","PS3","United Developers  ","N/A","0.00m","27th Jun 14  ","0.00m","N/A","0.00m"
"5324","Bloodbath    ","PC","United Developers  ","N/A","N/A","16th Jun 14  ","N/A","N/A","N/A"
"5325","BloodRayne    ","PC","Majesco  ","N/A","0.00m","13th Sep 03  ","0.00m","N/A","0.00m"
"5326","Bloodrayne    ","PSN","Majesco  ","N/A","N/A","01st Nov 11  ","N/A","N/A","N/A"
"5327","BloodRayne 2     ","PC","Majesco  ","N/A","N/A","02nd Aug 05  ","N/A","N/A","N/A"
"5328","BloodRayne: Betrayal    ","XBL","Majesco  ","N/A","N/A","07th Sep 11  ","N/A","N/A","N/A"
"5329","BloodRayne: Betrayal    ","PSN","Majesco  ","N/A","N/A","06th Sep 11  ","N/A","N/A","N/A"
"5330","BloodRayne: The Shroud    ","3DS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5331","Bloodshot    ","GEN","Acclaim Entertainment  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"5332","Bloodsports.TV    ","PC","Fatshark  ","N/A","N/A","30th Mar 15  ","N/A","N/A","N/A"
"5333","Bloody Good Time    ","XBL","Ubisoft  ","N/A","N/A","27th Oct 10  ","N/A","N/A","N/A"
"5334","Bloody Good Time    ","PC","Ubisoft  ","N/A","N/A","27th Oct 10  ","N/A","N/A","N/A"
"5335","Bloody Roar    ","PSN","Sony Computer Entertainment  ","N/A","N/A","20th Aug 09  ","N/A","N/A","N/A"
"5336","Bloody Roar II    ","PSN","Sony Computer Entertainment  ","N/A","N/A","08th Jun 10  ","N/A","N/A","N/A"
"5337","Bloody Streets    ","PC","Headless Wizard  ","N/A","N/A","12th Mar 15  ","N/A","N/A","N/A"
"5338","Bloody Vampire    ","3DS","Agetec  ","N/A","N/A","31st Jan 13  ","N/A","N/A","N/A"
"5339","Bloody Wolf    ","PCE","Turbo Technologies  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"5340","Bloody Wolf    ","VC","G-mode  ","N/A","N/A","18th Jun 07  ","N/A","N/A","N/A"
"5341","BloodyCheckers    ","XBL","Microsoft  ","N/A","N/A","20th Jun 11  ","N/A","N/A","N/A"
"5342","Bloom    ","PC","Studio Fawn  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"5343","Bloom    ","OSX","Studio Fawn  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"5344","Bloons    ","PSN","Hands On Mobile  ","N/A","N/A","23rd Nov 09  ","N/A","N/A","N/A"
"5345","Bloons    ","WW","Hands On Mobile  ","N/A","N/A","08th Feb 10  ","N/A","N/A","N/A"
"5346","Bloons    ","DSiW","Hands On Mobile  ","N/A","N/A","03rd May 10  ","N/A","N/A","N/A"
"5347","Bloons TD    ","PSN","Digital Goldfish  ","N/A","N/A","22nd Feb 11  ","N/A","N/A","N/A"
"5348","Bloons TD    ","DSiW","Digital Goldfish  ","N/A","N/A","10th Nov 11  ","N/A","N/A","N/A"
"5349","Blow    ","XBL","Vector 2 Games  ","N/A","N/A","17th Nov 08  ","N/A","N/A","N/A"
"5350","Blow Me Up    ","XBL","Microsoft  ","N/A","N/A","12th Aug 11  ","N/A","N/A","N/A"
"5351","BlowOut     ","XBL","Majesco  ","N/A","N/A","26th Jan 09  ","N/A","N/A","N/A"
"5352","BlowOut    ","PC","Majesco  ","N/A","N/A","28th Oct 03  ","N/A","N/A","N/A"
"5353","Blue Almanac    ","GEN","Unknown  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"5354","Blue Angelo: Angels from the Shrine    ","GBA","Shibuya Interactive  ","N/A","N/A","02nd Feb 05  ","N/A","N/A","N/A"
"5355","Blue Breaker    ","SAT","Human Entertainment  ","N/A","N/A","27th Nov 97  ","N/A","N/A","N/A"
"5356","Blue Breaker Burst: Bishou o Anata to    ","PS","Human Entertainment  ","N/A","N/A","23rd Jul 98  ","N/A","N/A","N/A"
"5357","Blue Breaker Burst: Egao no Asuni    ","PS","Human Entertainment  ","N/A","N/A","09th Oct 98  ","N/A","N/A","N/A"
"5358","Blue Breaker: Egao no Yakusoku    ","PS","Human Entertainment  ","N/A","N/A","25th Dec 97  ","N/A","N/A","N/A"
"5359","Blue Breaker: Ken Yorimo Hohoemi o    ","PCFX","NEC  ","N/A","0.03m","27th Sep 96  ","N/A","0.03m","N/A"
"5360","Blue Estate     ","PC","Focus Home Interactive  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"5361","Blue Estate     ","XOne","Focus Home Interactive  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"5362","Blue Estate     ","PS4","Focus Home Interactive  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"5363","Blue Exorcist: The Phantom Labyrinth of Time    ","PSP","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5364","Blue Force    ","PC","Tsunami Media  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"5365","Blue Forest Story: Kaze no Fuuin    ","PS","Right Stuff  ","N/A","N/A","06th Dec 96  ","N/A","N/A","N/A"
"5366","Blue Forest Story: Kaze no Fuuin    ","3DO","Right Stuff  ","N/A","N/A","26th Apr 96  ","N/A","N/A","N/A"
"5367","Blue Lagoon    ","PC","NOA  ","N/A","N/A","21st May 04  ","N/A","N/A","N/A"
"5368","Blue Lightning    ","AJ","Atari  ","N/A","N/A","01st Aug 95  ","N/A","N/A","N/A"
"5369","Blue Lightning    ","Lynx","Atari  ","N/A","N/A","01st Jan 89  ","N/A","N/A","N/A"
"5370","Blue Print    ","5200","CBS Electronics  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"5371","Blue Print    ","2600","CBS Electronics  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"5372","Blue Reflection: Maboroshi ni Mau - Shoujo no Ken    ","PSV","Tecmo Koei  ","N/A","0.04m","30th Mar 17  ","N/A","0.04m","N/A"
"5373","Blue Roses: Yousei to Aoi Hitomi no Senshitachi    ","PSP","Nippon Ichi Software  ","N/A","0.04m","16th Sep 10  ","N/A","0.04m","N/A"
"5374","Blue Roses: Yousei to Aoi Hitomi no Senshitachi    ","PSN","Nippon Ichi Software  ","N/A","N/A","16th Sep 10  ","N/A","N/A","N/A"
"5375","Blue Sky Blue    ","DC","Reindeer  ","N/A","N/A","26th Jun 03  ","N/A","N/A","N/A"
"5376","Blue Sky Blue    ","PC","Emu  ","N/A","N/A","20th Sep 02  ","N/A","N/A","N/A"
"5377","Blue Stinger    ","DC","Activision  ","N/A","0.10m","31st Aug 99  ","N/A","0.10m","N/A"
"5378","Blue Streak    ","PC","Nexon  ","N/A","N/A","01st Jan 16  ","N/A","N/A","N/A"
"5379","Blue Submarine No. 6: Saigetsu Fumahito- Time and Tide    ","DC","Sega  ","N/A","N/A","07th Dec 00  ","N/A","N/A","N/A"
"5380","Blue Toad Murder Files: The Mysteries of Little Riddle    ","PC","Relentless Software  ","N/A","N/A","03rd Dec 10  ","N/A","N/A","N/A"
"5381","Blue Toad Murder Files: The Mysteries of Little Riddle    ","PSN","Relentless Software  ","N/A","N/A","25th Mar 10  ","N/A","N/A","N/A"
"5382","Blue Toad Murder Files: The Mysteries of Little Riddle - Episode Five    ","PSN","Relentless Software  ","N/A","N/A","28th Apr 10  ","N/A","N/A","N/A"
"5383","Blue Toad Murder Files: The Mysteries of Little Riddle - Episode Four    ","PSN","Relentless Software  ","N/A","N/A","28th Apr 10  ","N/A","N/A","N/A"
"5384","Blue Toad Murder Files: The Mysteries of Little Riddle - Episode One    ","PSN","Relentless Software  ","N/A","N/A","17th Dec 09  ","N/A","N/A","N/A"
"5385","Blue Toad Murder Files: The Mysteries of Little Riddle - Episode One    ","PC","Relentless Software  ","N/A","N/A","24th Nov 10  ","N/A","N/A","N/A"
"5386","Blue Toad Murder Files: The Mysteries of Little Riddle - Episode Six    ","PSN","Relentless Software  ","N/A","N/A","28th Apr 10  ","N/A","N/A","N/A"
"5387","Blue Toad Murder Files: The Mysteries of Little Riddle - Episode Three    ","PSN","Relentless Software  ","N/A","N/A","24th Mar 10  ","N/A","N/A","N/A"
"5388","Blue Toad Murder Files: The Mysteries of Riddle Litttle - Episode Two    ","PSN","Relentless Software  ","N/A","N/A","24th Mar 10  ","N/A","N/A","N/A"
"5389","Blue Wing Blitz    ","WS","Square  ","N/A","N/A","05th Jul 01  ","N/A","N/A","N/A"
"5390","Blue's Clues: Blue's Alphabet Book    ","GB","Mattel Interactive  ","N/A","N/A","30th Jan 01  ","N/A","N/A","N/A"
"5391","Blue's Journey    ","NG","SNK  ","N/A","N/A","01st Jul 91  ","N/A","N/A","N/A"
"5392","Blue's Journey    ","VC","D4 Enterprise  ","N/A","N/A","12th Nov 07  ","N/A","N/A","N/A"
"5393","Bluebeard's Castle    ","PC","Big Fish Games  ","N/A","0.00m","25th Feb 15  ","0.00m","N/A","0.00m"
"5394","Blueberry Garden    ","PC","Erik Svedäng  ","N/A","N/A","10th Jun 09  ","N/A","N/A","N/A"
"5395","BluePrint Racer 4D    ","XBL","Microsoft  ","N/A","N/A","21st Apr 09  ","N/A","N/A","N/A"
"5396","Blues and Bullets    ","PC","A Crowd of Monsters  ","N/A","N/A","23rd Jul 15  ","N/A","N/A","N/A"
"5397","BMX Airmaster    ","2600","Unknown  ","N/A","N/A","01st Jan 89  ","N/A","N/A","N/A"
"5398","BMX Trial: Alex Kidd    ","MS","Sega  ","N/A","N/A","15th Nov 87  ","N/A","N/A","N/A"
"5399","BMX Trick Racer    ","GBA","Simon & Schuster Interactive  ","N/A","N/A","31st Dec 03  ","N/A","N/A","N/A"
"5400","Bo Jackson Baseball    ","NES","Data East  ","N/A","N/A","01st Oct 91  ","N/A","N/A","N/A"
"5401","Bo Jackson's Hit and Run! Baseball and Football    ","GB","THQ  ","N/A","N/A","01st Jun 91  ","N/A","N/A","N/A"
"5402","Board Game Classics Collection    ","PC","iWin   ","N/A","N/A","24th Aug 09  ","N/A","N/A","N/A"
"5403","Boarder Zone    ","GB","Infogrames  ","N/A","N/A","01st Jan 99  ","N/A","N/A","N/A"
"5404","Boarder Zone    ","PC","Infogrames  ","N/A","0.00m","09th Mar 00  ","0.00m","N/A","0.00m"
"5405","Boardwalk Ball Toss    ","DSiW","Skyworks Interactive  ","N/A","N/A","30th Jun 11  ","N/A","N/A","N/A"
"5406","Boardwalk Tycoon    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5407","Boat no Tsuriken    ","PS","Success  ","N/A","N/A","24th Aug 00  ","N/A","N/A","N/A"
"5408","Bob Came in Pieces    ","PC","Unknown  ","N/A","N/A","22nd Jan 10  ","N/A","N/A","N/A"
"5409","Bob the Builder: Can We Fix It?    ","PC","THQ  ","N/A","N/A","30th Aug 01  ","N/A","N/A","N/A"
"5410","Bob the Builder: Can We Fix It? / Tweenies: Game Time    ","PS","BBC Multimedia  ","N/A","N/A","01st Jan 09  ","N/A","N/A","N/A"
"5411","Bob the Builder: Festival of Fun    ","Wii","Blast! Entertainment Ltd  ","N/A","0.01m","22nd May 09  ","0.01m","N/A","0.00m"
"5412","Bob the Builder: Festival of Fun    ","DS","Blast! Entertainment Ltd  ","N/A","0.01m","14th Nov 08  ","0.01m","N/A","0.00m"
"5413","Bob the Builder: Festival of Fun    ","PS2","Blast! Entertainment Ltd  ","N/A","N/A","30th Nov 07  ","N/A","N/A","N/A"
"5414","Bob the Builder: Fix it Fun!    ","GB","THQ  ","N/A","N/A","01st Sep 01  ","N/A","N/A","N/A"
"5415","Bobbin's Quest    ","XBL","Microsoft  ","N/A","N/A","05th Jun 09  ","N/A","N/A","N/A"
"5416","Bobby Carrot Forever    ","WW","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5417","Bobby Fischer Teaches Chess    ","PC","Interplay  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"5418","Bobby is Going Home    ","2600","Bit Corporation  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"5419","Bobby Says - Dance with me!    ","XBL","Microsoft  ","N/A","N/A","14th Jun 09  ","N/A","N/A","N/A"
"5420","Bobby's Cosmic Adventure    ","2600","Telegames, Inc.  ","N/A","N/A","31st Dec 90  ","N/A","N/A","N/A"
"5421","Boboboubo Boubobo Dassutsu! Hajike Royale    ","GC","Hudson Soft  ","N/A","N/A","17th Mar 05  ","N/A","N/A","N/A"
"5422","Boboboubo Boubobo: 9 Kiwame Senshi Gyagu Yuugou     ","GBA","Hudson Soft  ","N/A","N/A","25th Mar 04  ","N/A","N/A","N/A"
"5423","Boboboubo Boubobo: Bakutou Hajike Taisen    ","GBA","Hudson Soft  ","N/A","N/A","09th Sep 04  ","N/A","N/A","N/A"
"5424","Boboboubo Boubobo: Majide!!? Shinken Shoubu    ","GBA","Hudson Soft  ","N/A","N/A","07th Aug 03  ","N/A","N/A","N/A"
"5425","Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken    ","GBA","Hudson Soft  ","N/A","0.03m","19th Dec 02  ","N/A","0.03m","0.00m"
"5426","Boboboubo Boubobo: Shuumare! Taikan Boubobo    ","PS2","Hudson Soft  ","N/A","N/A","16th Dec 04  ","N/A","N/A","N/A"
"5427","Body and Brain Connection: Higher Learning I    ","XBL","Namco Bandai  ","N/A","N/A","22nd Mar 11  ","N/A","N/A","N/A"
"5428","Body and Brain Connection: Higher Learning II    ","XBL","Namco Bandai  ","N/A","N/A","26th Apr 11  ","N/A","N/A","N/A"
"5429","Body Conquest II    ","PCE","Unknown  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"5430","Body Count    ","GEN","Sega  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"5431","Bodycon Digital Rave Part 1    ","3DO","Unknown  ","N/A","N/A","23rd Dec 94  ","N/A","N/A","N/A"
"5432","Bodycount    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5433","Boggle    ","PC","Hasbro Interactive  ","N/A","N/A","30th Sep 97  ","N/A","N/A","N/A"
"5434","Boggle Plus    ","GB","Parker Bros.  ","N/A","N/A","01st Feb 92  ","N/A","N/A","N/A"
"5435","Boiling Point: Road to Hell    ","PC","Atari  ","N/A","N/A","06th Jun 05  ","N/A","N/A","N/A"
"5436","Boing!    ","2600","First Star Software  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"5437","Boingz    ","WW","RealArcade  ","N/A","N/A","24th Nov 08  ","N/A","N/A","N/A"
"5438","Bokan Go Go Go    ","PS","Banpresto  ","N/A","N/A","22nd Feb 01  ","N/A","N/A","N/A"
"5439","Boko Yume no Tatsujin    ","DC","Fujicom  ","N/A","N/A","24th Jan 02  ","N/A","N/A","N/A"
"5440","Boku mo Sekai o Sukuitai    ","WW","Poisoft  ","N/A","N/A","29th Jun 10  ","N/A","N/A","N/A"
"5441","Boku mo Sekai o Sukuitai: Battle Tournament    ","WW","Poisoft  ","N/A","N/A","02nd Nov 10  ","N/A","N/A","N/A"
"5442","Boku mo Sekai wo Sukuitai    ","WW","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5443","Boku no Camp Ba    ","GB","Naxat Soft  ","N/A","N/A","22nd Sep 00  ","N/A","N/A","N/A"
"5444","Boku no Choro-Q    ","PS","Takara  ","N/A","N/A","07th Mar 02  ","N/A","N/A","N/A"
