"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"1357","2 Games in 1: The SpongeBob SquarePants Movie / Tak 2: The Staff of Dreams    ","GC","THQ  ","N/A","N/A","23rd Mar 06  ","N/A","N/A","N/A"
"1358","2-for-1 Power Pack: Winter Blast/Summer Sports 2    ","Wii","Destineer  ","N/A","N/A","07th Jul 10  ","N/A","N/A","N/A"
"1359","20-Seiki Alice    ","PC","Alice Soft  ","N/A","N/A","07th Dec 00  ","N/A","N/A","N/A"
"1360","2002 FIFA World Cup     ","PS","EA Sports  ","N/A","N/A","30th Apr 02  ","N/A","N/A","N/A"
"1361","2002 FIFA World Cup    ","PC","EA Sports  ","N/A","N/A","30th Apr 02  ","N/A","N/A","N/A"
"1362","200V Challenge Spirit Mahjong    ","DSiW","Tasuke  ","N/A","N/A","09th Sep 09  ","N/A","N/A","N/A"
"1363","2010 FIFA World Cup South Africa    ","PSN","EA Sports  ","N/A","N/A","29th Apr 10  ","N/A","N/A","N/A"
"1364","2048    ","3DS","Cosmigo  ","N/A","N/A","19th Jun 14  ","N/A","N/A","N/A"
"1365","2060 Cyber Racer    ","XBL","Microsoft  ","N/A","N/A","03rd Jun 09  ","N/A","N/A","N/A"
"1366","2064: Read Only Memories    ","PSV","MidBoss  ","N/A","N/A","09th Dec 17  ","N/A","N/A","N/A"
"1367","2064: Read Only Memories    ","PS4","MidBoss  ","N/A","N/A","17th Jan 17  ","N/A","N/A","N/A"
"1368","2064: Read Only Memories    ","PC","MidBoss  ","N/A","N/A","06th Oct 15  ","N/A","N/A","N/A"
"1369","20Q    ","PSN","Unknown  ","N/A","N/A","20th Apr 11  ","N/A","N/A","N/A"
"1370","20th Century Video Almanac    ","3DO","Software Toolworks  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"1371","21 Emon: Mezase! Hotel Ou    ","PCE","NEC Interchannel   ","N/A","N/A","16th Dec 94  ","N/A","N/A","N/A"
"1372","2176 Supernova Storm    ","XBL","Microsoft  ","N/A","N/A","10th Feb 09  ","N/A","N/A","N/A"
"1373","21: Blackjack    ","DSiW","Digital Leisure Inc.  ","N/A","N/A","15th Nov 10  ","N/A","N/A","N/A"
"1374","21: TwoOne    ","DC","Princess Soft  ","N/A","N/A","27th Dec 01  ","N/A","N/A","N/A"
"1375","221 B Baker St.    ","PC","Unknown  ","N/A","N/A","01st Jan 86  ","N/A","N/A","N/A"
"1376","2400 A.D.    ","PC","Origin Systems  ","N/A","N/A","01st Jan 87  ","N/A","N/A","N/A"
"1377","25 to Life    ","PC","Eidos Interactive  ","N/A","N/A","17th Jan 06  ","N/A","N/A","N/A"
"1378","250 Mannin no KanKen: Wii de Tokoton Kanji Nou    ","Wii","IE Institute  ","N/A","N/A","31st Jul 08  ","N/A","N/A","N/A"
"1379","27 Ball Funky Pool    ","XBL","Microsoft  ","N/A","N/A","04th Aug 11  ","N/A","N/A","N/A"
"1380","2999 Game Kids    ","PS","Sony Computer Entertainment  ","N/A","N/A","23rd Dec 98  ","N/A","N/A","N/A"
"1381","2D Math Panic    ","XBL","Microsoft  ","N/A","N/A","11th Sep 11  ","N/A","N/A","N/A"
"1382","2Dark    ","PC","Unknown  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"1383","2GoVids Rachel Star Stunt Show    ","XBL","Microsoft  ","N/A","N/A","16th Sep 09  ","N/A","N/A","N/A"
"1384","2nd Super Robot Wars Original Generation    ","PS3","Namco Bandai Games  ","N/A","0.30m","29th Nov 12  ","N/A","0.30m","N/A"
"1385","2Puzzle It: Fantasy    ","DSiW","Unknown  ","N/A","N/A","09th Jul 10  ","N/A","N/A","N/A"
"1386","2win Ghost    ","XBL","Microsoft  ","N/A","N/A","20th Feb 09  ","N/A","N/A","N/A"
"1387","2XL MX Offroad    ","iOS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1388","2XL Supercross    ","PC","2XL Games  ","N/A","N/A","06th Apr 10  ","N/A","N/A","N/A"
"1389","2Xtreme    ","PSN","Sony Computer Entertainment  ","N/A","N/A","02nd May 07  ","N/A","N/A","N/A"
"1390","3 Count Bout    ","NG","SNK  ","N/A","N/A","23rd Apr 93  ","N/A","N/A","N/A"
"1391","3 Count Bout    ","VC","D4 Enterprise  ","N/A","N/A","17th May 11  ","N/A","N/A","N/A"
"1392","3 Count Bout (CD)    ","NG","SNK  ","N/A","N/A","23rd Apr 95  ","N/A","N/A","N/A"
"1393","3 Games in 1: SpongeBob SquarePants: SuperSponge / Rugrats: I Gotta Go Party / Tak and the Power of Juju    ","GBA","THQ  ","N/A","N/A","25th Nov 05  ","N/A","N/A","N/A"
"1394","3 Games in 1: SpongeBob SquarePants: SuperSponge / Rugrats: I Gotta Go Party / Tak and the Power of Juju    ","3DS","Cypronia  ","N/A","N/A","20th Dec 12  ","N/A","N/A","N/A"
"1395","3 Great Planes For Microsoft Combat Flight Simulator!    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1396","3 Heroes Crystal Soul    ","DSi","CIRCLE Entertainment  ","N/A","N/A","05th Jan 12  ","N/A","N/A","N/A"
"1397","3 Heroes Crystal Soul    ","3DS","CIRCLE Entertainment  ","N/A","N/A","05th Jan 13  ","N/A","N/A","N/A"
"1398","3 in 1: Solitaire, Mahjong & Tangram    ","DS","Deep Silver  ","N/A","0.08m","26th Nov 10  ","0.07m","N/A","0.01m"
"1399","3 Ninjas Kick Back    ","GEN","Psygnosis  ","N/A","N/A","01st Jun 94  ","N/A","N/A","N/A"
"1400","3 Ninjas Kick Back    ","SNES","Sony Imagesoft  ","N/A","N/A","01st Nov 94  ","N/A","N/A","N/A"
"1401","3 Ninjas Kick Back / Hook    ","SCD","Sony Imagesoft  ","N/A","N/A","01st Feb 94  ","N/A","N/A","N/A"
"1402","3 Ninjas Kick Back / Hook    ","GEN","Sega  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"1403","3 on 3 NHL Arcade    ","XBL","Electronic Arts  ","N/A","N/A","11th Feb 09  ","N/A","N/A","N/A"
"1404","3 on 3 NHL Arcade    ","PSN","Electronic Arts  ","N/A","N/A","05th Feb 09  ","N/A","N/A","N/A"
"1405","3 Stars of Destiny    ","PC","Unknown  ","N/A","N/A","23rd Feb 09  ","N/A","N/A","N/A"
"1406","3 Words: Summer    ","And","Apprope  ","N/A","N/A","02nd Jul 14  ","N/A","N/A","N/A"
"1407","3, 2, 1... WordsUp!    ","DSi","EnjoyUp Games  ","N/A","N/A","05th Jul 12  ","N/A","N/A","N/A"
"1408","3,2,1... SuperCrash!    ","PSN","StormBASIC  ","N/A","N/A","09th Nov 10  ","N/A","N/A","N/A"
"1409","3-2-1, Rattle Battle!    ","WW","Tecmo  ","N/A","N/A","31st Aug 09  ","N/A","N/A","N/A"
"1410","3-bun Tenkatouitsu: Bakumatsu Quiz-Hen    ","DSiW","Gakken  ","N/A","N/A","22nd Sep 10  ","N/A","N/A","N/A"
"1411","3-bun Tenkatouitsu: Harumon Sengoku Quiz-Hen    ","DSiW","GAE  ","N/A","N/A","24th Feb 10  ","N/A","N/A","N/A"
"1412","3-bun Tenkatouitsu: Nishihon Sengoku Quiz-Hen    ","DSiW","GAE  ","N/A","N/A","24th Feb 10  ","N/A","N/A","N/A"
"1413","3-D Body Adventure    ","PC","Knowledge Adventure  ","N/A","N/A","01st Dec 94  ","N/A","N/A","N/A"
"1414","3-D Tetris    ","VB","Nintendo  ","N/A","N/A","22nd Mar 96  ","N/A","N/A","N/A"
"1415","3-D Tic-Tac-Toe    ","2600","Atari  ","N/A","N/A","01st Jan 78  ","N/A","N/A","N/A"
"1416","3-D Ultra Pinball    ","PC","Sierra Entertainment  ","N/A","N/A","23rd Sep 96  ","N/A","N/A","N/A"
"1417","3-D WorldRunner    ","NES","Acclaim Entertainment  ","N/A","N/A","01st Sep 87  ","N/A","N/A","N/A"
"1418","3-Demon    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1419","3-in-1 Sports Pack    ","GBA","Majesco  ","N/A","N/A","18th Oct 05  ","N/A","N/A","N/A"
"1420","3-Nen B-Gumi Kinpachi Sensei: Densetsu no Kyoudan ni Tate!    ","PS2","ChunSoft  ","N/A","N/A","24th Jun 04  ","N/A","N/A","N/A"
"1421","300 Dwarves    ","PC","Viva Media  ","N/A","N/A","17th Jun 13  ","N/A","N/A","N/A"
"1422","300: March to Glory    ","PSN","Warner Bros. Interactive  ","N/A","N/A","30th Sep 09  ","N/A","N/A","N/A"
"1423","300: Rise of an Empire -- Seize Your Glory    ","And","Warner Bros. Interactive Entertainment  ","N/A","N/A","07th Feb 14  ","N/A","N/A","N/A"
"1424","3450 Algo    ","DSiW","Comolink  ","N/A","N/A","16th Mar 11  ","N/A","N/A","N/A"
"1425","360 Mega App Pack HD    ","XBL","Microsoft  ","N/A","N/A","12th Aug 09  ","N/A","N/A","N/A"
"1426","360: Three Sixty    ","PS","Cryo Interactive  ","N/A","N/A","18th Jul 99  ","N/A","N/A","N/A"
"1427","3D Atlas    ","3DO","Electronic Arts  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"1428","3D Baseball    ","SAT","Mindscape  ","N/A","N/A","27th Nov 96  ","N/A","N/A","N/A"
"1429","3D Block Kuzushi    ","3DS","SilverStar  ","N/A","N/A","07th Jun 11  ","N/A","N/A","N/A"
"1430","3D Bug Attack    ","PC","Unknown  ","N/A","N/A","01st Sep 99  ","N/A","N/A","N/A"
"1431","3D Classics: Excite Bike    ","3DS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1432","3D Classics: Excitebike    ","3DS","Nintendo  ","N/A","N/A","06th Jun 11  ","N/A","N/A","N/A"
"1433","3D Classics: Kid Icarus    ","3DS","Nintendo  ","N/A","N/A","18th Jan 12  ","N/A","N/A","N/A"
"1434","3D Classics: Kirby's Adventure    ","3DS","Nintendo  ","N/A","N/A","17th Nov 11  ","N/A","N/A","N/A"
"1435","3D Classics: TwinBee    ","3DS","Nintendo  ","N/A","N/A","22nd Sep 11  ","N/A","N/A","N/A"
"1436","3D Classics: Urban Champion    ","3DS","Nintendo  ","N/A","N/A","18th Aug 11  ","N/A","N/A","N/A"
"1437","3D Classics: Xevious    ","3DS","Nintendo  ","N/A","N/A","21st Jul 11  ","N/A","N/A","N/A"
"1438","3D Frog Frenzy    ","PC","Unknown  ","N/A","N/A","01st Jan 99  ","N/A","N/A","N/A"
"1439","3D Infinity    ","XBL","Microsoft  ","N/A","N/A","15th Apr 10  ","N/A","N/A","N/A"
"1440","3D Lemmings    ","SAT","Psygnosis  ","N/A","N/A","01st Jan 96  ","N/A","N/A","N/A"
"1441","3D Lemmings    ","PC","Psygnosis  ","N/A","N/A","31st Jul 95  ","N/A","N/A","N/A"
"1442","3D Magic Images    ","XBL","Microsoft  ","N/A","N/A","17th Jul 09  ","N/A","N/A","N/A"
"1443","3D Mahjong    ","DSiW","Cosmigo  ","N/A","N/A","16th Aug 10  ","N/A","N/A","N/A"
"1444","3D Maze Man: Amazing Adventures    ","PC","eGames  ","N/A","N/A","01st Jan 98  ","N/A","N/A","N/A"
"1445","3D Ms. Maze Tropical Adventures    ","PC","Webfoot Technologies  ","N/A","N/A","01st Jan 98  ","N/A","N/A","N/A"
"1446","3D Shooting Tsukuru    ","PS","ASCII Entertainment  ","N/A","N/A","20th Dec 96  ","N/A","N/A","N/A"
"1447","3D Twist & Match    ","DSiW","Sanuk Games  ","N/A","N/A","23rd May 11  ","N/A","N/A","N/A"
"1448","3D Twist & Match    ","PSN","Sanuk Games  ","N/A","N/A","12th Apr 11  ","N/A","N/A","N/A"
"1449","3D Ultra MiniGolf Adventures    ","XBL","Sierra Online   ","N/A","N/A","18th Apr 07  ","N/A","N/A","N/A"
"1450","3D Ultra MiniGolf Adventures    ","PC","Activision  ","N/A","N/A","20th Dec 06  ","N/A","N/A","N/A"
"1451","3D Ultra MiniGolf Adventures 2    ","PSN","Konami  ","N/A","N/A","16th Nov 10  ","N/A","N/A","N/A"
"1452","3D Ultra MiniGolf Adventures 2    ","XBL","Konami  ","N/A","N/A","27th Oct 10  ","N/A","N/A","N/A"
"1453","3D Ultra Pinball: Creep Night    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1454","3D Ultra Pinball: NASCAR    ","PC","Sierra Entertainment  ","N/A","N/A","01st Jan 96  ","N/A","N/A","N/A"
"1455","3D Ultra Pinball: The Lost Continent    ","PC","Sierra Entertainment  ","N/A","N/A","01st Jan 97  ","N/A","N/A","N/A"
"1456","3DO Buffet    ","3DO","3DO  ","N/A","N/A","27th Apr 95  ","N/A","N/A","N/A"
"1457","3rd Space Incursion    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1458","3rd Super Robot Wars Z Jigoku Hen    ","PSV","Namco Bandai Games  ","N/A","0.19m","10th Apr 14  ","N/A","0.19m","N/A"
"1459","3rd Super Robot Wars Z Jigoku Hen    ","PS3","Namco Bandai Games  ","N/A","0.23m","10th Apr 14  ","N/A","0.23m","N/A"
"1460","3rd Super Robot Wars Z: Tengoku-Hen    ","PS3","Namco Bandai Games  ","N/A","0.16m","02nd Apr 15  ","N/A","0.16m","N/A"
"1461","3rd Super Robot Wars Z: Tengoku-Hen    ","PSV","Namco Bandai Games  ","N/A","0.20m","02nd Apr 15  ","N/A","0.20m","N/A"
"1462","3x3 Eyes: Juuma Houkan    ","SNES","Banpresto  ","N/A","N/A","22nd Dec 95  ","N/A","N/A","N/A"
"1463","3x3 Eyes: Kyuusei Koushu    ","PS","Xing Entertainment  ","N/A","N/A","11th Aug 95  ","N/A","N/A","N/A"
"1464","3x3 Eyes: Kyuusei Koushu S    ","SAT","Nippon Create  ","N/A","N/A","19th Apr 96  ","N/A","N/A","N/A"
"1465","3x3 Eyes: Sanjiyan Henjou    ","PCE","NEC  ","N/A","N/A","08th Jul 94  ","N/A","N/A","N/A"
"1466","3X3 Eyes: Tenrinou Genmu    ","PS","King Records  ","N/A","N/A","06th Aug 98  ","N/A","N/A","N/A"
"1467","4 Clues 1 Word    ","And","Unknown  ","N/A","N/A","19th Jul 14  ","N/A","N/A","N/A"
"1468","4 Elements    ","PC","eGames  ","N/A","0.05m","11th May 09  ","0.04m","N/A","0.01m"
"1469","4 Elements    ","3DS","Tulip Games  ","N/A","0.02m","07th Nov 13  ","0.02m","N/A","0.00m"
"1470","4 Elements HD    ","PSN","Playrix Entertainment  ","N/A","N/A","30th Aug 11  ","N/A","N/A","N/A"
"1471","4 Get It    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1472","4 in 1 Action Pack    ","PS3","SouthPeak Games  ","N/A","0.00m","08th May 12  ","0.00m","N/A","0.00m"
"1473","4 Kids: Shape It    ","And","Unknown  ","N/A","N/A","11th Feb 14  ","N/A","N/A","N/A"
"1474","4 Moku Narabe 3D    ","XBL","Microsoft  ","N/A","N/A","17th Aug 11  ","N/A","N/A","N/A"
"1475","4 Nin uchi Mahjong    ","NES","Nintendo  ","N/A","1.45m","02nd Nov 84  ","N/A","1.45m","0.00m"
"1476","4 Pics 1 Song    ","And","Game Circus LLC  ","N/A","N/A","09th May 13  ","N/A","N/A","N/A"
"1477","4 Pics 1 Word    ","And","LOTUM GmbH  ","N/A","N/A","04th Feb 13  ","N/A","N/A","N/A"
"1478","4 Pics 1 Word: Allegory    ","And","Unknown  ","N/A","N/A","09th Sep 14  ","N/A","N/A","N/A"
"1479","4 Pics 1 Word: Close Up    ","And","Unknown  ","N/A","N/A","05th Apr 14  ","N/A","N/A","N/A"
"1480","4 Pics Mystery: Evolution    ","And","Unknown  ","N/A","N/A","12th May 14  ","N/A","N/A","N/A"
"1481","4 Pics Mystery: Renaissance    ","And","Unknown  ","N/A","N/A","03rd Jun 14  ","N/A","N/A","N/A"
"1482","4 Pics Mystery: Revolution    ","And","Unknown  ","N/A","N/A","26th Apr 14  ","N/A","N/A","N/A"
"1483","4 Pics Mystery: Variety    ","And","Unknown  ","N/A","N/A","29th Jul 14  ","N/A","N/A","N/A"
"1484","4 Play Collection - Dark Mysteries    ","PC","Avanquest Software  ","N/A","0.02m","18th Aug 14  ","0.02m","N/A","0.00m"
"1485","4 Play Collection: Treasure Hunters    ","PC","Avanquest Software  ","N/A","0.01m","08th Aug 14  ","0.01m","N/A","0.00m"
"1486","4 Scenes 1 Movie    ","And","Fruitella Games  ","N/A","N/A","07th May 13  ","N/A","N/A","N/A"
"1487","4 Travellers: Play French    ","DSiW","AGENIUS Interactive  ","N/A","N/A","12th Jul 10  ","N/A","N/A","N/A"
"1488","4 Travellers: Play Italian    ","DSiW","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1489","4 Travellers: Play Spanish    ","DSiW","AGENIUS Interactive  ","N/A","N/A","08th Mar 10  ","N/A","N/A","N/A"
"1490","4 Wheel Thunder    ","DC","Midway Games  ","N/A","N/A","04th May 00  ","N/A","N/A","N/A"
"1491","4-4-2 Soccer    ","PS","Virgin Interactive  ","N/A","N/A","01st Aug 97  ","N/A","N/A","N/A"
"1492","4-in-1 Fun Pak    ","GB","Interplay  ","N/A","N/A","01st Sep 92  ","N/A","N/A","N/A"
"1493","4-in-1 Funpak: Volume II     ","GB","Interplay  ","N/A","N/A","01st Aug 93  ","N/A","N/A","N/A"
"1494","40 Winks    ","PSN","Atari  ","N/A","N/A","24th Nov 10  ","N/A","N/A","N/A"
"1495","40-in-1 Explosive Megamix    ","DSi","Nordcurrent  ","N/A","N/A","09th Feb 12  ","N/A","N/A","N/A"
"1496","40-in-1 Explosive Megamix    ","3DS","Nordcurrent  ","N/A","N/A","09th Feb 12  ","N/A","N/A","N/A"
"1497","428: Fuusa Sareta Shibuya de    ","Wii","Sega  ","N/A","0.13m","04th Dec 08  ","N/A","0.13m","N/A"
"1498","428: Fuusa Sareta Shibuya de    ","PSP","Spike  ","N/A","0.04m","17th Sep 09  ","N/A","0.04m","N/A"
"1499","428: Fuusa Sareta Shibuya de    ","PS3","Spike  ","N/A","0.02m","03rd Sep 09  ","N/A","0.02m","N/A"
"1500","428: Fuusa Sareta Shibuya de    ","PSN","ChunSoft  ","N/A","N/A","09th Mar 11  ","N/A","N/A","N/A"
"1501","442 Fußball Manager    ","PC","SCi  ","N/A","N/A","11th Oct 02  ","N/A","N/A","N/A"
"1502","4444    ","And","Bulkypix  ","N/A","N/A","15th May 14  ","N/A","N/A","N/A"
"1503","4D Boxing    ","PC","Mindscape  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"1504","4PM    ","OSX","4PM Game LTD  ","N/A","N/A","09th Jul 14  ","N/A","N/A","N/A"
"1505","4PM    ","PC","4PM Game LTD  ","N/A","N/A","09th Jul 14  ","N/A","N/A","N/A"
"1506","4x4 EVO 2    ","PC","Gathering of Developers  ","N/A","N/A","30th Oct 01  ","N/A","N/A","N/A"
"1507","4x4 EVO 2    ","PS2","BAM! Entertainment  ","N/A","N/A","04th Nov 03  ","N/A","N/A","N/A"
"1508","4x4 Evolution    ","DC","Gathering of Developers  ","N/A","N/A","30th Oct 00  ","N/A","N/A","N/A"
"1509","4x4 Evolution    ","PC","Gathering of Developers  ","N/A","N/A","29th Oct 00  ","N/A","N/A","N/A"
"1510","4x4 Hummer    ","PC","Aspyr  ","N/A","0.00m","15th Jun 09  ","0.00m","N/A","0.00m"
"1511","4x4 Jam    ","PSN","Unknown  ","N/A","N/A","23rd Jun 10  ","N/A","N/A","N/A"
"1512","4X4 World Trophy    ","PS","Infogrames  ","N/A","N/A","19th Apr 00  ","N/A","N/A","N/A"
"1513","5 Arcade Gems    ","WW","Nordcurrent  ","N/A","N/A","26th Apr 10  ","N/A","N/A","N/A"
"1514","5 Elements Masters    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1515","5 in 1 Mahjong    ","DSiW","cerasus.media  ","N/A","N/A","14th Mar 11  ","N/A","N/A","N/A"
"1516","5 in 1 Solitaire    ","WW","Digital Leisure Inc.  ","N/A","N/A","01st Feb 10  ","N/A","N/A","N/A"
"1517","5 in 1 Solitaire    ","DSiW","Digital Leisure Inc.  ","N/A","N/A","01st Feb 10  ","N/A","N/A","N/A"
"1518","5 In One Fun Pak    ","GG","Interplay  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"1519","5 Spots Party    ","WW","Cosmonaut Games  ","N/A","N/A","20th Jul 09  ","N/A","N/A","N/A"
"1520","5 Star Racing    ","PS","Phoenix Games  ","N/A","N/A","15th Nov 03  ","N/A","N/A","N/A"
"1521","5-in-1 Arcade Hits    ","PSN","Unknown  ","N/A","N/A","06th Jul 10  ","N/A","N/A","N/A"
"1522","5-Kyuu kara 1-Kyuu Zenkyuu Taiou: Saishin Kakomondai - 2-Ji Shiken Taisaku - Eiken Kanzenhan    ","DS","IE Institute  ","N/A","N/A","05th Nov 09  ","N/A","N/A","N/A"
"1523","50 Classic Games    ","3DS","Maximum Family Games  ","N/A","0.01m","27th Mar 12  ","0.01m","N/A","0.00m"
"1524","50 More Classic Games    ","DS","Destineer  ","N/A","N/A","12th May 11  ","N/A","N/A","N/A"
"1525","505 Tangram    ","DSiW","Cosmigo  ","N/A","N/A","07th Feb 11  ","N/A","N/A","N/A"
"1526","6 Great Games    ","PC","Unknown  ","N/A","N/A","16th Aug 11  ","N/A","N/A","N/A"
"1527","6 in 1    ","NES","Unknown  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"1528","6 in 1 Dictionary with Camera Function    ","DSiW","Nintendo  ","N/A","N/A","04th Sep 09  ","N/A","N/A","N/A"
"1529","6180 the moon    ","WiiU","Unknown  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"1530","6180 the moon    ","PC","Unknown  ","N/A","N/A","08th Mar 13  ","N/A","N/A","N/A"
"1531","64 de Hakken! Tamagotchi Minna de Tamagotchi World    ","N64","Bandai  ","N/A","0.22m","19th Dec 97  ","N/A","0.22m","0.00m"
"1532","64 Hanafuda: Tenshi no Yakusoku    ","N64","Altron  ","N/A","N/A","05th Nov 99  ","N/A","N/A","N/A"
"1533","64 Oozumou    ","N64","Bottom Up  ","N/A","N/A","28th Nov 97  ","N/A","N/A","N/A"
"1534","64 Oozumou 2    ","N64","Bottom Up  ","N/A","N/A","19th Mar 99  ","N/A","N/A","N/A"
"1535","64 Trump Collection: Alice no Waku Waku Trump World    ","N64","Bottom Up  ","N/A","N/A","07th Aug 98  ","N/A","N/A","N/A"
"1536","688 Attack Sub    ","GEN","Sega  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"1537","688 Attack Sub    ","PC","Electronic Arts  ","N/A","N/A","01st Jan 89  ","N/A","N/A","N/A"
"1538","7 Blades    ","PS2","Konami  ","N/A","N/A","28th Sep 01  ","N/A","N/A","N/A"
"1539","7 Card Games    ","DSiW","cerasus.media  ","N/A","N/A","12th Apr 10  ","N/A","N/A","N/A"
"1540","7 Days to Die    ","PC","The Fun Pimps   ","N/A","N/A","13th Dec 13  ","N/A","N/A","N/A"
"1541","7 Roses: A Darkness Rises    ","PC","Avanquest Software  ","N/A","0.02m","31st Jul 15  ","0.02m","N/A","0.00m"
"1542","7 Sins    ","PS2","Digital Jesters  ","N/A","N/A","20th May 05  ","N/A","N/A","N/A"
"1543","7 Sins    ","PC","Digital Jesters  ","N/A","N/A","20th May 05  ","N/A","N/A","N/A"
"1544","7 Wonders II    ","PC","Mumbo Jumbo  ","N/A","0.00m","14th Aug 07  ","0.00m","N/A","0.00m"
"1545","7 Wonders of the Ancient World    ","PC","Mumbo Jumbo  ","N/A","0.01m","02nd Feb 07  ","0.01m","N/A","0.00m"
"1546","7 Wonders of the Ancient World    ","PS2","Mumbo Jumbo  ","N/A","N/A","20th Nov 07  ","N/A","N/A","N/A"
"1547","7 Wonders of the Ancient World    ","PSN","Mumbo Jumbo  ","N/A","N/A","01st Apr 09  ","N/A","N/A","N/A"
"1548","7 Wonders: Treasures of Seven    ","PC","Mumbo Jumbo  ","N/A","N/A","24th Oct 08  ","N/A","N/A","N/A"
"1549","7'scarlet    ","PSV","Aksys Games  ","N/A","0.02m","25th May 18  ","N/A","0.02m","N/A"
"1550","7.62 High Calibre    ","PC","1C Company  ","N/A","N/A","24th Aug 07  ","N/A","N/A","N/A"
"1551","700 Banjin no Atama o Yokusuru: Chou Keisan DS - 13000-Mon + Image Keisan    ","DS","IE Institute  ","N/A","N/A","12th Mar 09  ","N/A","N/A","N/A"
"1552","720 Degrees    ","NES","Mindscape  ","N/A","N/A","01st Nov 89  ","N/A","N/A","N/A"
"1553","720°    ","GB","Midway Games  ","N/A","N/A","01st Mar 99  ","N/A","N/A","N/A"
"1554","757    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1555","757 Jetliner    ","PC","Just Flight  ","N/A","N/A","18th Nov 11  ","N/A","N/A","N/A"
"1556","77: Beyond the Milky Way    ","PSP","GN Software  ","N/A","N/A","22nd Dec 10  ","N/A","N/A","N/A"
"1557","7th Dragon    ","DS","Sega  ","N/A","0.14m","05th Mar 09  ","N/A","0.14m","N/A"
"1558","7th Dragon 2020    ","PSP","Sega  ","N/A","0.20m","23rd Nov 11  ","N/A","0.20m","N/A"
"1559","7th Dragon 2020    ","PSN","Sega  ","N/A","N/A","23rd Nov 11  ","N/A","N/A","N/A"
"1560","7th Dragon 2020-II    ","PSP","Sega  ","N/A","0.13m","18th Apr 13  ","N/A","0.13m","N/A"
"1561","7th Legion    ","PC","Atari  ","N/A","N/A","30th Sep 97  ","N/A","N/A","N/A"
"1562","8 Eyes    ","NES","Taxan  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"1563","8-Bit Commando    ","PC","2DEngine.com  ","N/A","N/A","02nd Jun 14  ","N/A","N/A","N/A"
"1564","88 Heroes: 98 Heroes Edition    ","NS","Rising Star Games  ","N/A","0.02m","10th Oct 17  ","0.02m","N/A","0.00m"
"1565","8Ball Allstars    ","DS","O-Games  ","N/A","0.00m","24th Aug 10  ","0.00m","N/A","N/A"
"1566","8bit Doves     ","And","Nitrome  ","N/A","N/A","26th Aug 14  ","N/A","N/A","N/A"
"1567","8BitBoy    ","OSX","AwesomeBlade  ","N/A","N/A","13th May 14  ","N/A","N/A","N/A"
"1568","8BitBoy    ","PC","AwesomeBlade  ","N/A","N/A","06th May 14  ","N/A","N/A","N/A"
"1569","9 Clues 2: The Ward    ","PC","Artifex Mundi sp. z o.o.  ","N/A","0.00m","23rd Jul 15  ","0.00m","N/A","0.00m"
"1570","9 The Dark Side    ","PC","Focus Multimedia  ","N/A","N/A","22nd Mar 13  ","N/A","N/A","N/A"
"1571","90 Minutes: European Prime Goal    ","SNES","Ocean  ","N/A","N/A","01st Jan 95  ","N/A","N/A","N/A"
"1572","90 Minutes: Sega Championship Football    ","DC","Sega  ","N/A","N/A","25th Oct 01  ","N/A","N/A","N/A"
"1573","90's Pool    ","3DS","Cinemax  ","N/A","N/A","29th Mar 12  ","N/A","N/A","N/A"
"1574","90's Pool    ","DSi","Cinemax  ","N/A","N/A","29th Mar 12  ","N/A","N/A","N/A"
"1575","99 Levels to Hell    ","PC","Zaxis Games  ","N/A","N/A","19th Feb 14  ","N/A","N/A","N/A"
"1576","99 Levels to Hell    ","OSX","bom667  ","N/A","N/A","07th Jun 12  ","N/A","N/A","N/A"
"1577","99 Levels to Hell    ","Linux","bom667  ","N/A","N/A","07th Jun 12  ","N/A","N/A","N/A"
"1578","99 no Namida    ","DS","Bandai  ","N/A","0.04m","05th Jun 08  ","N/A","0.04m","N/A"
