"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"231","Commander Keen: The Earth Explodes    ","PC","Apogee  ","N/A","N/A","14th Nov 90  ","N/A","N/A","N/A"
"232","Commander: Conquest of the Americas    ","PC","Paradox Interactive   ","N/A","0.03m","30th Jul 10  ","0.02m","N/A","0.00m"
"233","Commander: The Great War    ","PC","Unknown  ","N/A","N/A","12th Nov 12  ","N/A","N/A","N/A"
"234","Commanders: Attack of the Genos    ","XBL","Sierra Entertainment  ","N/A","N/A","13th Feb 08  ","N/A","N/A","N/A"
"235","Commando    ","7800","Atari  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"236","Commando Jack    ","PC","Chillingo  ","N/A","N/A","22nd Aug 14  ","N/A","N/A","N/A"
"237","Commando Raid    ","2600","US Games  ","N/A","N/A","01st Jan 82  ","N/A","N/A","N/A"
"238","Commandos 2: Men of Courage    ","PC","Eidos Interactive  ","N/A","0.00m","20th Sep 01  ","0.00m","N/A","0.00m"
"239","Commandos 3: Destination Berlin    ","PC","Eidos Interactive  ","N/A","0.02m","14th Oct 03  ","0.02m","N/A","0.00m"
"240","Commandos: Behind Enemy Lines    ","PC","Eidos Interactive  ","N/A","N/A","31st Jul 98  ","N/A","N/A","N/A"
"241","Commandos: Beyond the Call of Duty    ","PC","Eidos Interactive  ","N/A","N/A","31st Mar 99  ","N/A","N/A","N/A"
"242","Commandos: Strike Force    ","PC","Eidos Interactive  ","N/A","N/A","04th Apr 06  ","N/A","N/A","N/A"
"243","Communication Logic Battle Daisessen    ","DC","Fortyfive  ","N/A","N/A","11th May 00  ","N/A","N/A","N/A"
"244","Communist Mutants From Space    ","2600","Arcadia Corporation  ","N/A","N/A","01st Jan 82  ","N/A","N/A","N/A"
"245","Community Pom: Omoide o Dakishimete    ","PS","Family Soft  ","N/A","N/A","24th Jun 99  ","N/A","N/A","N/A"
"246","Community Pom: Omoide o Dakishimete    ","PSN","Family Soft  ","N/A","N/A","09th Mar 11  ","N/A","N/A","N/A"
"247","Companions of Xanth    ","PC","Legend Entertainment  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"248","Company of Heroes    ","PC","THQ  ","N/A","0.04m","13th Sep 06  ","0.04m","N/A","0.00m"
"249","Company of Heroes: Anthology    ","PC","THQ  ","N/A","0.17m","24th Apr 09  ","0.15m","N/A","0.03m"
"250","Company of Heroes: Tales of Valor    ","PC","THQ  ","N/A","0.04m","07th Apr 09  ","0.03m","N/A","0.01m"
"251","Compton's Interactive Encyclopedia    ","SCD","Sega  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"252","Conan    ","GC","TDK Mediactive  ","N/A","N/A","15th Apr 05  ","N/A","N/A","N/A"
"253","Conan    ","NES","Mindscape  ","N/A","N/A","01st Feb 91  ","N/A","N/A","N/A"
"254","Conan    ","PC","TDK Mediactive  ","N/A","N/A","08th Apr 04  ","N/A","N/A","N/A"
"255","Conan    ","PS2","TDK Mediactive  ","N/A","N/A","07th May 04  ","N/A","N/A","N/A"
"256","Conan    ","XB","TDK Mediactive  ","N/A","N/A","08th Apr 04  ","N/A","N/A","N/A"
"257","Conan    ","XBL","THQ  ","N/A","N/A","13th Jul 10  ","N/A","N/A","N/A"
"258","Concentration    ","2600","Atari  ","N/A","N/A","01st Jan 78  ","N/A","N/A","N/A"
"259","Concept Car Series 2010    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"260","Conception: Please Give Birth to My Child!    ","PSP","Spike  ","N/A","0.08m","26th Apr 12  ","N/A","0.08m","N/A"
"261","Condemned: Criminal Origins    ","PC","Sega  ","N/A","N/A","11th Apr 06  ","N/A","N/A","N/A"
"262","Condor Attack    ","2600","Unknown  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"263","Conduit 3DS    ","3DS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"264","Confidential Mission    ","DC","Sega  ","N/A","N/A","14th May 01  ","N/A","N/A","N/A"
"265","Conflict    ","NES","Victory Lap Games  ","N/A","N/A","01st Mar 90  ","N/A","N/A","N/A"
"266","Conflict Zone    ","DC","Ubisoft  ","N/A","N/A","15th Dec 01  ","N/A","N/A","N/A"
"267","Conflict Zone    ","PC","Ubisoft  ","N/A","N/A","06th Nov 01  ","N/A","N/A","N/A"
"268","Conflict: Denied Ops    ","PC","Eidos Interactive  ","N/A","0.01m","12th Feb 08  ","0.01m","N/A","0.00m"
"269","Conflict: Denied Ops (JP sales)    ","PS3","Eidos Interactive Ltd  ","N/A","0.00m","12th Feb 08  ","N/A","0.00m","N/A"
"270","Conflict: Denied Ops (JP sales)    ","X360","Eidos Interactive Ltd  ","N/A","0.00m","12th Feb 08  ","N/A","0.00m","N/A"
"271","Conflict: Desert Storm    ","PC","Gotham Games  ","N/A","0.00m","01st Oct 02  ","0.00m","N/A","0.00m"
"272","Conflict: Desert Storm II - Back to Bagdhad    ","PC","Gotham Games  ","N/A","0.00m","08th Oct 03  ","0.00m","N/A","0.00m"
"273","Conflict: Global Terror    ","PC","2K Games  ","N/A","0.00m","04th Oct 05  ","0.00m","N/A","0.00m"
"274","Conflict: Vietnam    ","PC","Global Star Software  ","N/A","0.00m","05th Oct 04  ","0.00m","N/A","0.00m"
"275","Confuzion    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"276","Congo Bongo    ","5200","Sega  ","N/A","N/A","01st Jan 84  ","N/A","N/A","N/A"
"277","Congo Bongo    ","PC","Sega  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"278","Congo The Movie: Descent Into Zinj    ","PC","Viacom  ","N/A","N/A","01st Mar 96  ","N/A","N/A","N/A"
"279","Congo The Movie: The Lost City of Zinj    ","SAT","Sega  ","N/A","N/A","01st Jan 96  ","N/A","N/A","N/A"
"280","Congo's Caper    ","SNES","Data East  ","N/A","N/A","01st May 93  ","N/A","N/A","N/A"
"281","Coniclysm    ","PC","ZoopTEK  ","N/A","N/A","26th Mar 10  ","N/A","N/A","N/A"
"282","Conker's Pocket Tales    ","GB","Rare  ","N/A","N/A","08th Jun 99  ","N/A","N/A","N/A"
"283","Conquer Online    ","PC","TQ Digital Entertainment  ","N/A","N/A","14th Nov 04  ","N/A","N/A","N/A"
"284","Conqueror A.D. 1086    ","PC","Sierra Online   ","N/A","N/A","01st Jan 95  ","N/A","N/A","N/A"
"285","Conquest of the Crystal Palace    ","NES","Asmik Corp  ","N/A","N/A","01st Dec 90  ","N/A","N/A","N/A"
"286","Conquest of the New World    ","PC","Interplay  ","N/A","N/A","31st Mar 96  ","N/A","N/A","N/A"
"287","Conquest: Frontier Wars    ","PC","Ubisoft  ","N/A","N/A","14th Aug 01  ","N/A","N/A","N/A"
"288","Conquests of Camelot: The Search for the Grail    ","PC","Sierra Entertainment  ","N/A","N/A","01st Jan 89  ","N/A","N/A","N/A"
"289","Conquests of the Longbow: The Legend of Robin Hood    ","PC","Sierra Entertainment  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"290","Console Info    ","XBL","Microsoft  ","N/A","N/A","23rd Nov 10  ","N/A","N/A","N/A"
"291","CONSORTIUM    ","PC","Unknown  ","N/A","N/A","08th Jan 14  ","N/A","N/A","N/A"
"292","Conspiracy: Weapons of Mass Destruction    ","PC","Oxygen Interactive  ","N/A","N/A","17th Jun 05  ","N/A","N/A","N/A"
"293","Conspiracy: Weapons of Mass Destruction    ","PS2","Oxygen Interactive  ","N/A","N/A","17th Jun 05  ","N/A","N/A","N/A"
"294","Conspiracy: Weapons of Mass Destruction    ","XB","Oxygen Interactive  ","N/A","N/A","12th Aug 05  ","N/A","N/A","N/A"
"295","Constant C    ","X360","International Games System Co., Ltd  ","N/A","N/A","12th Mar 14  ","N/A","N/A","N/A"
"296","Constant C    ","PC","International Games System Co., Ltd  ","N/A","N/A","12th Mar 14  ","N/A","N/A","N/A"
"297","Constantine    ","PC","SCi  ","N/A","N/A","04th Mar 05  ","N/A","N/A","N/A"
"298","Constrictor    ","XBL","Microsoft  ","N/A","N/A","29th Dec 08  ","N/A","N/A","N/A"
"299","Construction Machines 2014    ","PC","PlayWay  ","N/A","N/A","28th Mar 14  ","N/A","N/A","N/A"
"300","Construction Simulator 2015    ","PC","Unknown  ","N/A","0.01m","N/A  ","0.01m","N/A","0.00m"
"301","Constructor    ","PC","Acclaim Entertainment  ","N/A","N/A","01st Oct 97  ","N/A","N/A","N/A"
"302","Constructor    ","PS","Acclaim Entertainment  ","N/A","N/A","01st Jan 98  ","N/A","N/A","N/A"
"303","Constructor    ","PSN","System 3 Arcade Software  ","N/A","N/A","14th Jan 10  ","N/A","N/A","N/A"
"304","Constructor360    ","XBL","Microsoft  ","N/A","N/A","05th Jun 09  ","N/A","N/A","N/A"
"305","Contagion    ","XBL","Microsoft  ","N/A","N/A","14th Aug 09  ","N/A","N/A","N/A"
"306","Contender    ","PS","Sony Computer Entertainment  ","N/A","N/A","31st Dec 98  ","N/A","N/A","N/A"
"307","continue?9876543210    ","Linux","Humansoft  ","N/A","N/A","03rd Jan 14  ","N/A","N/A","N/A"
"308","continue?9876543210    ","OSX","Humansoft  ","N/A","N/A","03rd Jan 14  ","N/A","N/A","N/A"
"309","continue?9876543210    ","PC","Humansoft  ","N/A","N/A","03rd Jan 14  ","N/A","N/A","N/A"
"310","Contra    ","NES","Konami  ","N/A","N/A","01st Feb 88  ","N/A","N/A","N/A"
"311","Contra    ","XBL","Konami  ","N/A","N/A","08th Nov 06  ","N/A","N/A","N/A"
"312","Contra    ","VC","Konami  ","N/A","N/A","02nd Feb 10  ","N/A","N/A","N/A"
"313","Contra Force    ","NES","Konami  ","N/A","N/A","01st Sep 92  ","N/A","N/A","N/A"
"314","Contra III: The Alien Wars    ","SNES","Konami  ","N/A","0.13m","01st Apr 92  ","N/A","0.13m","0.00m"
"315","Contra III: The Alien Wars    ","VC","Konami  ","N/A","N/A","29th Jan 07  ","N/A","N/A","N/A"
"316","Contra III: The Alien Wars    ","WiiU","Nintendo  ","N/A","N/A","09th Jan 14  ","N/A","N/A","N/A"
"317","Contra ReBirth    ","WW","Konami  ","N/A","N/A","07th Sep 09  ","N/A","N/A","N/A"
"318","Contra Spirits 64    ","N64","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"319","Contra: Hard Corps    ","GEN","Konami  ","N/A","N/A","14th Sep 94  ","N/A","N/A","N/A"
"320","Contra: Legacy of War    ","SAT","Konami  ","N/A","N/A","01st Jan 97  ","N/A","N/A","N/A"
"321","Contra: The Alien Wars    ","GB","Konami  ","N/A","N/A","15th Jun 94  ","N/A","N/A","N/A"
"322","Contract Killer    ","And","Glu Mobile Inc.  ","N/A","N/A","24th Mar 11  ","N/A","N/A","N/A"
"323","Contract Killer 2    ","And","Glu Mobile Inc.  ","N/A","N/A","24th Oct 12  ","N/A","N/A","N/A"
"324","Contraption Maker    ","PC","Unknown  ","N/A","N/A","07th Jul 14  ","N/A","N/A","N/A"
"325","Contraption Maker    ","OSX","Unknown  ","N/A","N/A","07th Jul 14  ","N/A","N/A","N/A"
"326","Contrast    ","PC","Focus Home Interactive  ","N/A","0.02m","15th Nov 13  ","0.01m","N/A","0.00m"
"327","Contrast    ","PSV","Compulsion Games  ","N/A","N/A","01st Jan 14  ","N/A","N/A","N/A"
"328","Contrast    ","X360","Focus Home Interactive  ","N/A","N/A","15th Nov 13  ","N/A","N/A","N/A"
"329","Contrast    ","PS3","Compulsion Games  ","N/A","N/A","01st Jan 14  ","N/A","N/A","N/A"
"330","Contrast    ","PS4","Compulsion Games  ","N/A","N/A","15th Nov 13  ","N/A","N/A","N/A"
"331","Conveni Wars Barcode Battler Senki: Super Senshi Shutsugeki Seyo!    ","SNES","Epoch  ","N/A","N/A","14th May 93  ","N/A","N/A","N/A"
"332","Convoy    ","PC"," Indietopia Games  ","N/A","N/A","21st Apr 15  ","N/A","N/A","N/A"
"333","Cook, Serve, Delicious!    ","iOS","Vertigo Gaming Inc.  ","N/A","N/A","05th Oct 12  ","N/A","N/A","N/A"
"334","Cookie Clickers    ","And","Riverhill Soft  ","N/A","N/A","24th Sep 13  ","N/A","N/A","N/A"
"335","Cookie Jam    ","And","SGN  ","N/A","N/A","26th Feb 14  ","N/A","N/A","N/A"
"336","Cookie Monster Munch    ","2600","Atari  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"337","Cookie Shop    ","DS","Nobilis  ","N/A","0.00m","27th Feb 09  ","0.00m","N/A","N/A"
"338","Cookies & Milk    ","And","ootii  ","N/A","N/A","04th Mar 14  ","N/A","N/A","N/A"
"339","Cooking Academy    ","PC","Mumbo Jumbo  ","N/A","N/A","19th Sep 08  ","N/A","N/A","N/A"
"340","Cooking Dash    ","PC","PlayFirst  ","N/A","N/A","06th Aug 08  ","N/A","N/A","N/A"
"341","Cooking Fighter    ","PS","Nippon Ichi Software  ","N/A","N/A","21st May 98  ","N/A","N/A","N/A"
"342","Cooking Idol I! My! Main! Game de Hirameki! Kirameki Cooking    ","DS","Konami  ","N/A","0.00m","25th Feb 10  ","N/A","0.00m","N/A"
"343","Cooking Mama 5    ","3DS","Office Create  ","N/A","0.03m","21st Nov 13  ","N/A","0.03m","N/A"
"344","Cool Ball    ","GB","Takara  ","N/A","N/A","01st Aug 94  ","N/A","N/A","N/A"
"345","Cool Boarders    ","PSN","Sony Computer Entertainment  ","N/A","N/A","04th Dec 06  ","N/A","N/A","N/A"
"346","Cool Boarders 2    ","PSN","Sony Computer Entertainment  ","N/A","N/A","27th Aug 09  ","N/A","N/A","N/A"
"347","Cool Boarders 3    ","PSN","Sony Computer Entertainment  ","N/A","N/A","03rd Sep 09  ","N/A","N/A","N/A"
"348","Cool Boarders: Code Alien    ","PS2","UEP Systems  ","N/A","N/A","21st Dec 00  ","N/A","N/A","N/A"
"349","Cool Bricks    ","GB","SCi  ","N/A","N/A","01st Dec 99  ","N/A","N/A","N/A"
"350","Cool Cool Toon    ","DC","SNK  ","N/A","N/A","10th Aug 00  ","N/A","N/A","N/A"
"351","Cool Herders    ","DC","GOAT Store Publishing  ","N/A","N/A","15th Dec 05  ","N/A","N/A","N/A"
"352","Cool Shot    ","PS2","Phoenix Games  ","N/A","N/A","30th Jan 03  ","N/A","N/A","N/A"
"353","Cool Spot    ","SNES","Virgin Interactive  ","N/A","N/A","01st Sep 93  ","N/A","N/A","N/A"
"354","Cool Spot    ","GEN","Virgin Interactive  ","N/A","N/A","18th Feb 94  ","N/A","N/A","N/A"
"355","Cool Spot    ","GB","Virgin Interactive  ","N/A","N/A","01st Oct 94  ","N/A","N/A","N/A"
"356","Cool Spot    ","GG","Virgin Interactive  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"357","Cool Spot    ","MS","Virgin Interactive  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"358","Cool Spot    ","PC","Virgin Interactive  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"359","Cool World    ","SNES","Ocean  ","N/A","N/A","01st Feb 93  ","N/A","N/A","N/A"
"360","Cool World    ","GB","Ocean  ","N/A","N/A","01st Jun 93  ","N/A","N/A","N/A"
"361","Cool World    ","NES","Ocean  ","N/A","N/A","01st Jun 93  ","N/A","N/A","N/A"
"362","Copter Crisis    ","WW","Digital Leisure Inc.  ","N/A","N/A","30th Nov 09  ","N/A","N/A","N/A"
"363","Coraline    ","PS3","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"364","Coraline    ","X360","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"365","Core Blaster    ","PSN","Unknown  ","N/A","N/A","15th Feb 11  ","N/A","N/A","N/A"
"366","Core Blaster    ","DSiW","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"367","Corfu X    ","PC","Aerosoft  ","N/A","N/A","25th Nov 11  ","N/A","N/A","N/A"
"368","Coronation Street    ","DS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"369","Coronation Street: The Mystery of the Missing Hotpot Recipe    ","PC","Avanquest  ","N/A","0.01m","22nd Jul 11  ","0.01m","N/A","0.00m"
"370","Coropata    ","DS","LukPlus  ","N/A","N/A","24th Dec 09  ","N/A","N/A","N/A"
"371","Corpse Killer    ","3DO","Acclaim Entertainment  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"372","Corpse Killer    ","SCD","Digital Pictures  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"373","Corpse Killer: Graveyard Edition    ","SAT","Digital Pictures  ","N/A","N/A","01st Jan 95  ","N/A","N/A","N/A"
"374","Corpse Party    ","PSP","Xseed Games  ","N/A","0.05m","22nd Nov 11  ","N/A","0.05m","N/A"
"375","Corpse Party: Blood Covered - Repeated Fear    ","3DS","5pb  ","N/A","0.05m","30th Jul 15  ","N/A","0.05m","N/A"
"376","Corpse Party: Book of Shadows    ","PSP","5pb  ","N/A","0.04m","01st Sep 11  ","N/A","0.04m","N/A"
"377","Corrupted    ","XBL","Microsoft  ","N/A","N/A","21st Jan 11  ","N/A","N/A","N/A"
"378","Corsair    ","XBL","Microsoft  ","N/A","N/A","20th Feb 09  ","N/A","N/A","N/A"
"379","Cortex Command    ","PC","Unknown  ","N/A","N/A","01st Jan 10  ","N/A","N/A","N/A"
"380","Corum Online    ","PC","Gala-Net, Inc.  ","N/A","N/A","15th Feb 07  ","N/A","N/A","N/A"
"381","Corvette    ","PC","TDK Mediactive  ","N/A","N/A","10th Dec 03  ","N/A","N/A","N/A"
"382","Corvette Evolution GT    ","PS2","Valcon Games  ","N/A","N/A","11th Oct 06  ","N/A","N/A","N/A"
"383","Coryoon    ","PCE","Naxat Soft  ","N/A","N/A","29th Nov 91  ","N/A","N/A","N/A"
"384","Cosmetic * Paradise: Princess Life    ","DS","Global A Entertainment  ","N/A","N/A","14th Apr 11  ","N/A","N/A","N/A"
"385","Cosmetic Paradise: Kirei no Mahou    ","DS","Global A Entertainment  ","N/A","N/A","29th Apr 10  ","N/A","N/A","N/A"
"386","Cosmetic Paradise: Make no Kiseki    ","DS","Global A Entertainment  ","N/A","0.01m","10th Jul 08  ","N/A","0.01m","N/A"
"387","Cosmic Commuter    ","2600","Activision  ","N/A","N/A","09th Nov 84  ","N/A","N/A","N/A"
"388","Cosmic Corridor    ","2600","Unknown  ","N/A","N/A","01st Jan 84  ","N/A","N/A","N/A"
"389","Cosmic Creeps    ","2600","Unknown  ","N/A","N/A","01st Jan 82  ","N/A","N/A","N/A"
"390","Cosmic Fantasy 2    ","PCE","Working Designs  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"391","Cosmic Fantasy 3: Bouken Shounen Rei    ","PCE","Nippon Telenet  ","N/A","N/A","25th Sep 92  ","N/A","N/A","N/A"
"392","Cosmic Fantasy 4: Ginga Shounen Densetsu (Gekitouhen)    ","PCE","Nippon Telenet  ","N/A","N/A","25th Nov 94  ","N/A","N/A","N/A"
"393","Cosmic Fantasy 4: Ginga Shounen Densetsu (Totsunyuuhen)    ","PCE","Nippon Telenet  ","N/A","N/A","10th Jun 94  ","N/A","N/A","N/A"
"394","Cosmic Fantasy Stories    ","SCD","Riot  ","N/A","N/A","27th Mar 92  ","N/A","N/A","N/A"
"395","Cosmic Fantasy Visual Shuu    ","PCE","Nippon Telenet  ","N/A","N/A","12th Feb 93  ","N/A","N/A","N/A"
"396","Cosmic Fantasy: Bouken Shounen Yuu    ","PCE","Nippon Telenet  ","N/A","N/A","30th Mar 90  ","N/A","N/A","N/A"
"397","Cosmic Fighter    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"398","Cosmic Smash    ","DC","Sega  ","N/A","N/A","13th Sep 01  ","N/A","N/A","N/A"
"399","Cosmic Spacehead    ","GG","Codemasters  ","N/A","N/A","01st Jan 96  ","N/A","N/A","N/A"
"400","Cosmic Spacehead    ","MS","Codemasters  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"401","Cosmic Spacehead    ","GEN","Codemasters  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"402","Cosmic Swarm    ","2600","CommaVid, Inc.  ","N/A","N/A","01st Jan 82  ","N/A","N/A","N/A"
"403","Cosmic Walker    ","Wii","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"404","Cosmo Fighters    ","DSiW","Abylight  ","N/A","N/A","20th Dec 10  ","N/A","N/A","N/A"
"405","Cosmo Gang: The Puzzle    ","SNES","Namco  ","N/A","N/A","26th Feb 93  ","N/A","N/A","N/A"
"406","Cosmo Gang: The Puzzle    ","VC","Namco Bandai  ","N/A","N/A","12th Feb 08  ","N/A","N/A","N/A"
"407","Cosmo Gang: The Puzzle (Arcade)    ","VC","Namco Bandai  ","N/A","N/A","06th Apr 09  ","N/A","N/A","N/A"
"408","Cosmo Gang: The Video    ","SNES","Namco  ","N/A","N/A","29th Oct 92  ","N/A","N/A","N/A"
"409","Cosmo Gang: The Video (Arcade)    ","VC","Namco Bandai  ","N/A","N/A","04th Aug 09  ","N/A","N/A","N/A"
"410","Cosmo Tank    ","GB","Atlus  ","N/A","N/A","01st Sep 90  ","N/A","N/A","N/A"
"411","Cosmo's Cosmic Adventure    ","PC","Apogee  ","N/A","N/A","01st Mar 92  ","N/A","N/A","N/A"
"412","Cosmos    ","XBL","Microsoft  ","N/A","N/A","14th Dec 08  ","N/A","N/A","N/A"
"413","Cosmos X2    ","DSiW","Unknown  ","N/A","N/A","30th Aug 10  ","N/A","N/A","N/A"
"414","Cossacks 3    ","PC","GSC Game World  ","N/A","0.02m","20th Sep 16  ","0.02m","N/A","0.00m"
"415","Cossacks Anthology    ","PC","CDV Software Entertainment  ","N/A","N/A","20th Nov 03  ","N/A","N/A","N/A"
"416","Cossacks II Gold    ","PC","CDV Software Entertainment  ","N/A","N/A","20th Apr 07  ","N/A","N/A","N/A"
"417","Cossacks II: Napoleonic Wars    ","PC","CDV Software Entertainment  ","N/A","0.00m","27th Apr 05  ","0.00m","N/A","0.00m"
"418","Cossacks Triple Pack    ","PC","CDV Software Entertainment  ","N/A","N/A","01st Jun 07  ","N/A","N/A","N/A"
"419","Cossacks: Art of War    ","PC","CDV Software Entertainment  ","N/A","N/A","31st Mar 02  ","N/A","N/A","N/A"
"420","Cossacks: Back to War    ","PC","CDV Software Entertainment  ","N/A","0.00m","20th Nov 02  ","0.00m","N/A","0.00m"
"421","Cossacks: European Wars    ","PC","Strategy First  ","N/A","0.03m","14th Apr 01  ","0.02m","N/A","0.00m"
"422","Cossacks: Gold Edition!    ","PC","CDV Software Entertainment  ","N/A","N/A","16th Sep 02  ","N/A","N/A","N/A"
"423","Costume Quest    ","PSN","THQ  ","N/A","N/A","19th Oct 10  ","N/A","N/A","N/A"
"424","Costume Quest    ","XBL","THQ  ","N/A","N/A","20th Oct 10  ","N/A","N/A","N/A"
"425","Costume Quest    ","PC","Unknown  ","N/A","N/A","14th Oct 11  ","N/A","N/A","N/A"
"426","Costume Quest 2    ","PC","Double Fine Productions  ","N/A","N/A","07th Oct 14  ","N/A","N/A","N/A"
"427","Costume Quest 2    ","XOne","Double Fine Productions  ","N/A","N/A","30th Oct 14  ","N/A","N/A","N/A"
"428","Costume Quest 2    ","X360","Double Fine Productions  ","N/A","N/A","30th Oct 14  ","N/A","N/A","N/A"
"429","Costume Quest 2    ","WiiU","Double Fine Productions  ","N/A","N/A","30th Oct 14  ","N/A","N/A","N/A"
"430","Costume Quest 2    ","OSX","Double Fine Productions  ","N/A","N/A","07th Oct 14  ","N/A","N/A","N/A"
"431","Costume Quest 2    ","Linux","Double Fine Productions  ","N/A","N/A","07th Oct 14  ","N/A","N/A","N/A"
"432","Costume Quest 2    ","PS4","Double Fine Productions  ","N/A","N/A","28th Oct 14  ","N/A","N/A","N/A"
"433","Costume Quest 2    ","PS3","Double Fine Productions  ","N/A","N/A","28th Oct 14  ","N/A","N/A","N/A"
"434","Costume Quest: Grubbins on Ice    ","XBL","THQ  ","N/A","N/A","21st Dec 10  ","N/A","N/A","N/A"
"435","Costume Quest: Grubbins on Ice    ","PSN","THQ  ","N/A","N/A","21st Dec 10  ","N/A","N/A","N/A"
"436","Cotton 2    ","SAT","Success  ","N/A","N/A","04th Dec 97  ","N/A","N/A","N/A"
"437","Cotton Boomerang    ","SAT","Success  ","N/A","N/A","08th Oct 98  ","N/A","N/A","N/A"
"438","Countdown    ","PC","Access Software  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
